Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSH,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RLMAL,RMEL,RMMAL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
152,0.0289823,0.0176998,0.0326312,0.0132593,0.0131696,0.00500415,0.00455193,0.00509539,0.00520727,0.0062474,0.0482075,0.00830105,0.0170546,0.00883347,0.0177939,0.0143963,0.0210801,0.0173497,0.0187008,0.0610808,0.00838977,0.0073163,0.00500987,0.0174556,0.019346,0.0072007,0.00745385,0.00717083,0.00578389,0.0143861,0.007644,0.0102388,0.0180072,0.0190581,0.00408045,0.00778235,0.0137784,0.0071951,0.0104076,0.00231968,0.0119844,0.00502724,0.00825076,0.0063408,0.00469988
153,0.0281415,0.0185766,0.0313337,0.014304,0.0108221,0.00655349,0.0027194,0.004454,0.00650493,0.00355921,0.0462174,0.00751305,0.0171958,0.00903976,0.0170363,0.0138735,0.0233469,0.0207075,0.0189596,0.0577654,0.00517893,0.00375175,0.00190313,0.018818,0.0203376,0.00768747,0.00909613,0.00759786,0.00394535,0.0158299,0.0102851,0.0121535,0.0152547,0.0200338,0.00479735,0.00373133,0.00969375,0.00568439,0.0109337,0.0025774,0.00978262,0.00580525,0.0119227,0.00891603,0.00775654
154,0.027519,0.0190747,0.0297703,0.0148882,0.0084093,0.00818548,0.00181882,0.00346847,0.00823758,0.00299831,0.0434438,0.0073139,0.0172302,0.00869456,0.016216,0.0127813,0.0252528,0.0231839,0.0187631,0.0535439,0.00350638,0.00365782,0.00271822,0.0198945,0.0202957,0.00936816,0.0111283,0.00731599,0.00385084,0.0169071,0.0113353,0.0135823,0.0127149,0.0172794,0.00685656,0.00284627,0.00744573,0.00530253,0.0107521,0.00409198,0.00821913,0.00927348,0.0143479,0.0106751,0.0101364
155,0.0269926,0.0189579,0.0281682,0.0146434,0.00703719,0.0093729,0.00252797,0.00235127,0.00953494,0.00308604,0.0402184,0.00762467,0.0173857,0.00811623,0.0156567,0.0114413,0.0260434,0.0238282,0.0179785,0.0489047,0.0029675,0.00506145,0.00401438,0.0203304,0.0202246,0.0115676,0.0127794,0.00656973,0.00526949,0.0171406,0.0107978,0.0137842,0.0122876,0.0139311,0.00946035,0.00384927,0.00727273,0.00607414,0.0104369,0.00660758,0.00902541,0.0135006,0.0148356,0.0109451,0.0111336
156,0.0264641,0.0184297,0.0268808,0.0139192,0.0072047,0.00982175,0.0038091,0.00177529,0.0102928,0.00240939,0.0370931,0.00815517,0.0175048,0.0076555,0.0153117,0.0100521,0.0257217,0.0226918,0.0167974,0.0445509,0.00270971,0.00513867,0.00413952,0.0201286,0.0205056,0.013615,0.0132189,0.00578363,0.00615645,0.0162092,0.010065,0.0128292,0.0133122,0.0120982,0.0109049,0.00419628,0.0082077,0.00721506,0.0107233,0.00873156,0.0118079,0.0171504,0.0134959,0.00985444,0.0106484
157,0.025921,0.0178744,0.0261603,0.0132937,0.00801136,0.00943175,0.00492644,0.00203573,0.0106318,0.00204245,0.0345238,0.00811269,0.017414,0.00745718,0.0149913,0.00868627,0.0249267,0.0206447,0.0154221,0.0412267,0.00265252,0.00418334,0.00370618,0.01969,0.020438,0.015338,0.0120628,0.00481869,0.00583493,0.0142477,0.0100536,0.0114319,0.0140514,0.0121264,0.0107049,0.00442409,0.00961372,0.00838003,0.0113599,0.0103454,0.0144211,0.0192918,0.0111851,0.00818657,0.00919582
158,0.0255121,0.0175354,0.0260626,0.0130002,0.00873055,0.00831393,0.00550518,0.00242279,0.0106415,0.0024999,0.032724,0.00715347,0.0169736,0.00721995,0.0146289,0.00752,0.0243649,0.0186076,0.0139139,0.0393714,0.00255717,0.00298867,0.00335429,0.019496,0.0196184,0.0166496,0.0096382,0.00348555,0.00485624,0.0117689,0.0103518,0.0103633,0.0137301,0.013155,0.00982715,0.00406676,0.0103225,0.00873319,0.0119872,0.0111241,0.0151445,0.0195486,0.00892695,0.00699007,0.00765054
159,0.0254337,0.0174544,0.0264397,0.0129995,0.00958323,0.00685519,0.00537631,0.00312425,0.0103791,0.00263965,0.031781,0.00598986,0.0160229,0.00641021,0.0143256,0.00681013,0.0241998,0.0168339,0.0123006,0.0390067,0.00257127,0.00193119,0.00317854,0.0197475,0.0182459,0.0172209,0.00687999,0.00285581,0.00464622,0.00934823,0.0101786,0.00989521,0.0129955,0.0140681,0.00959315,0.0029002,0.00971055,0.00772049,0.0128177,0.0106158,0.014126,0.0176429,0.00726991,0.00727924,0.00684953
160,0.0257625,0.0175594,0.026993,0.0133216,0.0110028,0.0056392,0.00463389,0.00440748,0.00987913,0.00223402,0.0317252,0.00583473,0.0146886,0.00486374,0.014291,0.00661541,0.0240877,0.0150534,0.0105605,0.0399041,0.00336095,0.00130046,0.00286743,0.0203112,0.0167129,0.0169066,0.00482584,0.00397364,0.00557572,0.00735169,0.00923218,0.00976217,0.0133349,0.0137763,0.0102764,0.00294277,0.00854045,0.00578918,0.0139318,0.00939314,0.0130133,0.0132318,0.00613615,0.00891084,0.00692269
161,0.0264451,0.0177405,0.0275036,0.0141109,0.013056,0.00511847,0.00362388,0.00580284,0.00914404,0.00178157,0.0324612,0.00694696,0.0134375,0.00302707,0.0147806,0.00665547,0.0235501,0.0130873,0.00865024,0.0416843,0.00484263,0.00159239,0.00213068,0.0209433,0.0154648,0.0162743,0.00382021,0.00542009,0.00654014,0.00586397,0.0080004,0.00960094,0.0155616,0.0115545,0.0112823,0.00479803,0.00820554,0.00465613,0.0150401,0.00904678,0.0130505,0.0074188,0.00521723,0.0104641,0.00721025
162,0.0273589,0.0179136,0.0279283,0.0153672,0.0154034,0.00522967,0.00284357,0.00684913,0.00819211,0.0018436,0.0337195,0.00871722,0.0126691,0.00183944,0.0159299,0.00665019,0.0221537,0.0109775,0.00669389,0.0437675,0.0065682,0.00254779,0.00146766,0.0214543,0.0149265,0.0156588,0.00331817,0.00646378,0.00699115,0.00476703,0.00709558,0.00922992,0.0182936,0.00737918,0.0121383,0.00684538,0.00915313,0.00575317,0.0159754,0.0102845,0.0141576,0.00866542,0.00441187,0.0107755,0.00708887
163,0.0283999,0.0180468,0.0282406,0.0167551,0.0173111,0.00560439,0.00264133,0.00742862,0.00710844,0.00226663,0.0351353,0.0108751,0.0124317,0.00203263,0.017539,0.00669071,0.0196309,0.00877751,0.0050176,0.045416,0.00832086,0.00364106,0.00239807,0.0217292,0.0153196,0.0142244,0.00295507,0.00720075,0.00700802,0.00387123,0.00640953,0.00864689,0.0192119,0.00296941,0.0126912,0.00918381,0.0110114,0.0073436,0.0168357,0.0120436,0.0158131,0.0164144,0.00407428,0.00959314,0.00644624
164,0.0295213,0.0181689,0.0282931,0.0177534,0.0178454,0.0060125,0.0029394,0.00765489,0.00605425,0.00273384,0.0363542,0.0134467,0.0125904,0.00264001,0.0191255,0.0070195,0.0159841,0.00657202,0.00404544,0.0459631,0.00994246,0.00438275,0.00400642,0.0217037,0.0165144,0.0117547,0.00287563,0.00788721,0.00681853,0.00306701,0.00733397,0.00794661,0.0177626,0.00623586,0.0130318,0.0122195,0.0136072,0.0083243,0.017663,0.0133088,0.0175114,0.0223404,0.00484414,0.00760878,0.00580793
165,0.0306357,0.0183237,0.0278979,0.0179336,0.0163331,0.00640262,0.00352952,0.00770251,0.0052759,0.00332756,0.0371289,0.0163875,0.013088,0.00318982,0.0201668,0.00772222,0.0116178,0.00467991,0.00402197,0.0451079,0.0112489,0.00455643,0.00549402,0.0214049,0.0180851,0.0107163,0.00320321,0.00861221,0.00660321,0.00249981,0.0112286,0.0072537,0.0159637,0.0114051,0.0134169,0.0152439,0.0161859,0.00886519,0.0180934,0.0138654,0.0188126,0.0241171,0.00672301,0.00624915,0.00604513
166,0.0315499,0.0185504,0.0270056,0.0171531,0.0127136,0.00681396,0.00425951,0.00771111,0.00501678,0.00415003,0.0373437,0.0194407,0.0138709,0.00384514,0.0203151,0.00878875,0.00771223,0.00368345,0.00476703,0.0430201,0.0121243,0.00458064,0.00680074,0.0210079,0.0194863,0.0124463,0.00372364,0.00929804,0.00649171,0.00245101,0.0153534,0.00667406,0.0152763,0.0148476,0.0141083,0.0166843,0.0172457,0.00886573,0.017653,0.014122,0.0194964,0.022551,0.00909485,0.00653176,0.00718575
167,0.0320641,0.0189194,0.0257782,0.0157303,0.00758112,0.00732351,0.00501331,0.00775708,0.00519055,0.00502059,0.0368879,0.0222188,0.0147346,0.00464237,0.0195095,0.010198,0.00621834,0.00359173,0.00625206,0.0401369,0.0125747,0.00516774,0.00802671,0.0208071,0.0202334,0.013386,0.00409191,0.00986119,0.00653372,0.00268391,0.0173471,0.00626796,0.0141102,0.0160921,0.0151893,0.0154801,0.0158741,0.00783895,0.0166379,0.0147095,0.0193557,0.020375,0.011249,0.0076056,0.00835221
168,0.0321616,0.0194586,0.0245095,0.0144667,0.00309578,0.0079937,0.00574106,0.00783502,0.00549744,0.00566859,0.0354655,0.0243782,0.0154175,0.00538705,0.0178439,0.0118424,0.00759803,0.00348937,0.00862508,0.0367572,0.0126727,0.00620271,0.00917292,0.0210668,0.0200475,0.0112202,0.00413086,0.0102792,0.00666231,0.00266772,0.0169651,0.00613451,0.0115693,0.015459,0.0164567,0.0120795,0.0126182,0.00586759,0.0160735,0.0156995,0.0180866,0.0189746,0.0125344,0.00831388,0.00885491
169,0.0320605,0.0200522,0.0234786,0.0142518,0.00664265,0.00878056,0.00643387,0.00786145,0.00591944,0.00598441,0.0325975,0.0257398,0.0157231,0.00581011,0.0153181,0.013376,0.0109567,0.00341479,0.0112029,0.032688,0.012509,0.00707074,0.0101396,0.021832,0.0189318,0.00689327,0.00389267,0.0105398,0.00675488,0.00233275,0.015298,0.00650654,0.00974091,0.0133674,0.0174821,0.00826521,0.008845,0.00374383,0.0160436,0.0165643,0.0157824,0.0177874,0.0125689,0.00818002,0.00852039
170,0.0320453,0.0205348,0.0228475,0.0153867,0.012265,0.00950052,0.00705704,0.00772932,0.00663791,0.00603986,0.0279054,0.0263199,0.0155598,0.00572284,0.012243,0.0141408,0.0148362,0.00437778,0.0124646,0.0272521,0.0121669,0.00760496,0.0108699,0.022868,0.0171666,0.00368297,0.00362136,0.0106179,0.00673861,0.00240749,0.0132372,0.00746789,0.0106574,0.010126,0.0178908,0.00610001,0.00557715,0.00231203,0.0156268,0.0176791,0.0133039,0.0161305,0.0114464,0.00721804,0.00762737
171,0.0323005,0.0208467,0.0226031,0.0172232,0.0169813,0.00993029,0.00749581,0.00737095,0.0076029,0.00592092,0.0214224,0.0263002,0.0149702,0.00519624,0.0106454,0.013461,0.0163697,0.00574835,0.0112168,0.0197227,0.0116652,0.00792481,0.0113573,0.0237914,0.0152332,0.0039783,0.00370969,0.0105015,0.00663493,0.00346755,0.0108799,0.00863891,0.0128931,0.00722808,0.0176317,0.00611738,0.00387595,0.00194211,0.0150044,0.0201955,0.0118291,0.013076,0.00973995,0.00582258,0.00666859
172,0.0328169,0.0210138,0.022588,0.0186862,0.0200102,0.00996143,0.00760984,0.00684367,0.0084954,0.00565623,0.01409,0.0259717,0.0141908,0.0049221,0.0126779,0.011249,0.0135842,0.00675256,0.00760723,0.0102592,0.0110414,0.00798424,0.0115669,0.024307,0.0136137,0.00442762,0.00425988,0.0102305,0.0065542,0.00482997,0.00833741,0.00949744,0.0153336,0.00979442,0.0169685,0.00699014,0.00507374,0.00267025,0.015202,0.0234982,0.0118734,0.0117801,0.00828903,0.00462319,0.0060048
173,0.0333529,0.0210621,0.0226161,0.019122,0.020695,0.00964434,0.00732879,0.00635229,0.00902674,0.00529387,0.0113015,0.0255957,0.0136507,0.00568964,0.0157758,0.00820706,0.00766737,0.00758119,0.00361629,0.00908409,0.0104589,0.00771168,0.0114247,0.0243533,0.0125845,0.00476683,0.00496325,0.00985879,0.00653477,0.00580994,0.00639216,0.00977723,0.0180257,0.0174176,0.0162033,0.00805025,0.00752998,0.0038437,0.0157174,0.0257318,0.0130068,0.0196641,0.00767981,0.0040422,0.00565903
174,0.0335884,0.0210173,0.0225563,0.0186629,0.0187491,0.00910085,0.00672699,0.0061594,0.00911017,0.00494688,0.0194433,0.0252902,0.0138116,0.00671864,0.0172711,0.00537465,0.00680214,0.00810005,0.00476729,0.0228148,0.0101095,0.00730492,0.0109179,0.0240892,0.0121755,0.00675953,0.00569472,0.00943453,0.0064207,0.00606854,0.00567819,0.00957027,0.0208429,0.0262875,0.0155325,0.00940456,0.00998182,0.00468213,0.015179,0.0261224,0.0146981,0.032216,0.00780818,0.00398468,0.00555009
175,0.0333892,0.0209113,0.0223192,0.0179085,0.0150299,0.00841626,0.00598187,0.00636668,0.00881253,0.00466985,0.0312857,0.0249711,0.0146947,0.00693103,0.0171084,0.00434688,0.0129848,0.00810291,0.00833965,0.0378925,0.00998444,0.00699772,0.0101092,0.0237702,0.0122973,0.0105367,0.00651385,0.00896347,0.00602608,0.00556704,0.00546891,0.0091877,0.0234874,0.0347816,0.015049,0.0110011,0.0120902,0.00489742,0.0133317,0.0252357,0.0168169,0.0446234,0.00827272,0.00430879,0.0057155
176,0.0328682,0.0207932,0.0218338,0.0173388,0.0117425,0.00765446,0.00529608,0.00688579,0.00833626,0.00444078,0.0420748,0.0244404,0.0155944,0.00612079,0.0165938,0.00586776,0.0182211,0.00885067,0.0110154,0.0505375,0.00988721,0.00682616,0.00913469,0.0236452,0.0127685,0.0153877,0.00729746,0.00842646,0.00539485,0.00456116,0.00508014,0.00895224,0.0259178,0.0424542,0.0146875,0.012367,0.0136743,0.00487464,0.0112351,0.0239581,0.0194296,0.0554196,0.0088652,0.00503525,0.006201
177,0.0322307,0.0207111,0.0210811,0.0170152,0.0108506,0.00692166,0.00478234,0.00754208,0.00799362,0.0042197,0.0494895,0.0234555,0.015725,0.00476768,0.0170907,0.00734078,0.021203,0.0110569,0.0124326,0.0586722,0.00957954,0.00669864,0.00813151,0.0238569,0.0133083,0.0207898,0.00777322,0.00778666,0.00471977,0.00354073,0.00474386,0.00898219,0.0282695,0.0492506,0.0142854,0.0130254,0.0146681,0.00527722,0.0104457,0.0226982,0.0223561,0.0647097,0.00943443,0.00587463,0.00680991
178,0.0316214,0.020686,0.0201517,0.016842,0.0133664,0.00638137,0.0044675,0.00816151,0.00803623,0.00399002,0.0522103,0.0217836,0.0150886,0.00384109,0.019345,0.00693041,0.0219209,0.0126878,0.0123839,0.0614221,0.00890875,0.00648508,0.00716694,0.0243916,0.0136069,0.0262583,0.00778345,0.00704257,0.00413625,0.00309975,0.00471056,0.00920452,0.0306101,0.0549681,0.0138609,0.0128698,0.0152322,0.00631043,0.0110054,0.0213682,0.0249532,0.0729528,0.00979946,0.00637896,0.00721583
179,0.0311198,0.020719,0.0192396,0.0168591,0.0196961,0.00620734,0.00440309,0.00858514,0.0085014,0.00369627,0.0496118,0.0192214,0.0141775,0.00441265,0.0231658,0.00576919,0.0205619,0.0123592,0.0109972,0.0591699,0.00786621,0.00600384,0.00617595,0.0250911,0.013554,0.0312523,0.00740614,0.00621785,0.00367821,0.0035731,0.00493143,0.00956016,0.0328314,0.0593199,0.0134843,0.0121649,0.0156541,0.00777909,0.0114098,0.0198004,0.0263897,0.080105,0.00980075,0.00634252,0.00722698
180,0.0307792,0.0208225,0.0186103,0.0170683,0.0273371,0.00652807,0.00471899,0.00869013,0.00927359,0.00325501,0.0416819,0.0157212,0.0132392,0.00694707,0.027405,0.00782861,0.0176612,0.0116916,0.00928897,0.0532394,0.00666444,0.00510216,0.00502972,0.0257663,0.013334,0.0352112,0.00686709,0.00534685,0.00344702,0.00480845,0.00545866,0.0101176,0.0346919,0.0621758,0.0130323,0.011338,0.0160829,0.00958357,0.0110342,0.0179573,0.0261703,0.0854839,0.00927262,0.00587024,0.00689808
181,0.0306415,0.0210806,0.0184619,0.0172037,0.0334165,0.00731619,0.00542908,0.00834768,0.0102407,0.00265921,0.0302779,0.0116097,0.0122511,0.010615,0.0301286,0.0113016,0.0143672,0.0126717,0.00846332,0.0453948,0.00587209,0.00371997,0.0036728,0.0262932,0.0132031,0.0376528,0.00643623,0.00446,0.00350905,0.00675218,0.00623771,0.0109646,0.0359127,0.0635361,0.012515,0.0108256,0.0163386,0.0116081,0.0104128,0.015943,0.0244427,0.0882701,0.00795273,0.00513187,0.0063588
182,0.0307145,0.0216366,0.0188561,0.0169924,0.0366556,0.0083636,0.00630799,0.00731633,0.011358,0.00198991,0.0206416,0.00797415,0.011362,0.0135165,0.029362,0.0131518,0.0121529,0.0136488,0.00830412,0.0380211,0.00666305,0.00198085,0.00271964,0.0266329,0.0131696,0.0383622,0.0063452,0.00376254,0.00346608,0.0094769,0.00688752,0.0120753,0.0363275,0.063437,0.0126582,0.0109566,0.0160744,0.0135051,0.0103476,0.0143222,0.0219405,0.0881299,0.00583053,0.00435477,0.00572163
183,0.0310047,0.0225237,0.0197563,0.0164946,0.0367336,0.00952036,0.00711911,0.00530762,0.0125678,0.00148349,0.0178134,0.00674629,0.0110555,0.0144446,0.0247348,0.0126362,0.0114831,0.0128891,0.00774494,0.0335126,0.00944875,0.00162362,0.00406515,0.026752,0.0129814,0.0375952,0.00693591,0.00400096,0.00268897,0.012713,0.00704076,0.013311,0.0360273,0.0620053,0.013954,0.0117267,0.0151698,0.0148345,0.0112323,0.0144539,0.0197664,0.0854557,0.00446887,0.004374,0.00542797
184,0.0314742,0.023449,0.0209971,0.0161328,0.0341275,0.0109408,0.00784796,0.00258875,0.0137055,0.00234636,0.0187523,0.00805573,0.0116864,0.0145337,0.0183632,0.0104621,0.011272,0.010396,0.00678994,0.0322505,0.0129031,0.00389371,0.00695356,0.0265335,0.0123753,0.0359666,0.00868692,0.00550794,0.00184289,0.0157466,0.00661045,0.0144786,0.0353041,0.059582,0.014938,0.0126358,0.0138506,0.0153361,0.0125234,0.0166958,0.0186341,0.0811204,0.00626272,0.00584722,0.00616185
185,0.0319324,0.0239368,0.0222664,0.0164769,0.0304241,0.0127278,0.00845084,0.00257377,0.0145772,0.00426677,0.0199976,0.010043,0.0133589,0.0157504,0.0136689,0.00862155,0.0101296,0.00708744,0.00713764,0.0329913,0.0155271,0.00629906,0.009774,0.0258594,0.0116022,0.0340927,0.0115284,0.00738658,0.00400857,0.017837,0.00573496,0.0152641,0.0344476,0.0566872,0.0141241,0.0130411,0.0124076,0.0150737,0.0132165,0.0188828,0.0177812,0.0760366,0.00877079,0.00757899,0.00743481
186,0.0321523,0.0237796,0.0232615,0.0171598,0.0274255,0.0143521,0.00863729,0.00509083,0.0150578,0.0058615,0.0215458,0.0119438,0.0154379,0.0175392,0.0130259,0.0085503,0.00778668,0.00596383,0.00933918,0.0344732,0.0166526,0.00816672,0.011703,0.024819,0.0116206,0.032367,0.0145437,0.00891444,0.00712011,0.0187411,0.00463074,0.0153232,0.0336084,0.0537967,0.0123042,0.0126925,0.0109388,0.0143433,0.0128248,0.0190126,0.0159059,0.0708862,0.0100807,0.00832839,0.00812977
187,0.0320395,0.0232158,0.0238453,0.0166998,0.02608,0.0148706,0.00818057,0.00628842,0.0149481,0.00621744,0.0232091,0.0133378,0.016367,0.0186495,0.015407,0.00980103,0.00614343,0.00783215,0.01157,0.0356369,0.016561,0.00938331,0.0125008,0.0236954,0.0129177,0.0308976,0.0164976,0.00987885,0.00937185,0.0187498,0.00355732,0.0146799,0.0328144,0.0511532,0.0112364,0.0117263,0.00933556,0.0134137,0.0116441,0.0173193,0.0130201,0.066101,0.0102965,0.00794374,0.00794972
188,0.0316528,0.0226566,0.0241854,0.0145581,0.026295,0.0137122,0.00708968,0.00546984,0.0140224,0.00520603,0.024446,0.0138757,0.0157704,0.0187788,0.0179214,0.0110487,0.00604517,0.00867434,0.0124377,0.0359211,0.0159871,0.0103357,0.0123557,0.0227178,0.0150266,0.0296172,0.0164941,0.0102158,0.0100409,0.0182918,0.00288125,0.0139064,0.0321331,0.0487979,0.0112513,0.0103168,0.00746709,0.0124187,0.0104599,0.0157398,0.0105548,0.0619526,0.0102677,0.0070723,0.00735541
189,0.0312539,0.0223657,0.0246716,0.0119537,0.0275563,0.0111645,0.00552324,0.00316113,0.0124101,0.00375582,0.0248025,0.0136239,0.0152388,0.0176113,0.0187759,0.010699,0.00543239,0.00743769,0.0114671,0.0353264,0.0155762,0.0115584,0.0115552,0.0219206,0.0173456,0.0285391,0.0144641,0.00982755,0.00927961,0.0176754,0.00313168,0.0137211,0.031737,0.0467445,0.0118176,0.00861328,0.00542384,0.0115131,0.00992143,0.0154003,0.00980241,0.0585832,0.0104786,0.00629059,0.00681947
