Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSH,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RLMAL,RMEL,RMMAL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
All Timesteps RMSE,0.0304735,0.0185891,0.0253526,0.014105,0.0205909,0.00798402,0.00670289,0.00617413,0.00976691,0.00661656,0.0324973,0.0129927,0.0168564,0.0083229,0.0168777,0.00976454,0.0160258,0.0129177,0.010678,0.0417389,0.00992315,0.00816397,0.00783555,0.0223712,0.016155,0.0177995,0.00732487,0.00669298,0.00705787,0.011893,0.0101166,0.0114298,0.0221039,0.0322784,0.0125309,0.0103935,0.0113566,0.00858849,0.0127624,0.0152979,0.015082,0.040672,0.00823755,0.00630129,0.00596286
0,0.0198836,0.0136943,0.0233728,0.0138062,0.0328734,0.00433534,0.00964322,0.00939115,0.0169371,0.00420107,0.0175655,0.00593945,0.0136039,0.0157901,0.0364006,0.0179755,0.00452201,0.0041674,0.0139174,0.0157131,0.0068893,0.00640042,0.0076866,0.0262365,0.0165811,0.0303823,0.00956104,0.00496697,0.0100867,0.0127196,0.00709624,0.00725284,0.036339,0.0607229,0.00922313,0.00631063,0.0054062,0.0158176,0.0073748,0.0111726,0.00703279,0.0747801,0.00834132,0.00492575,0.00283112
1,0.0202638,0.0150354,0.0237191,0.0142938,0.0290918,0.00682621,0.0092416,0.0068785,0.0167561,0.00388807,0.0157252,0.00660907,0.0106729,0.0117757,0.029212,0.0141026,0.0066107,0.00653556,0.0125724,0.0179776,0.00659189,0.00561451,0.00794278,0.0254648,0.0167551,0.0278546,0.0070394,0.00456994,0.0101337,0.0122763,0.00184423,0.0089143,0.0338895,0.0540945,0.00841016,0.00910863,0.00743741,0.0153585,0.00946697,0.0180073,0.0115157,0.0671936,0.00570477,0.0040265,0.00259479
2,0.0208161,0.0165463,0.024588,0.0149911,0.0252766,0.00931459,0.00909722,0.00437439,0.0165644,0.00510886,0.0156033,0.00838313,0.009878,0.0100043,0.0236435,0.0117048,0.00677316,0.00663044,0.0109901,0.0224857,0.00681224,0.00575065,0.00898188,0.0248442,0.0165803,0.0256181,0.0064629,0.00508663,0.0107671,0.0125606,0.0021544,0.00976009,0.0323145,0.0495456,0.00794712,0.0118242,0.00839128,0.015064,0.011847,0.0233851,0.0153181,0.0619241,0.00350545,0.00347721,0.0021907
3,0.0212621,0.017903,0.0256274,0.0156269,0.0228371,0.0109616,0.00898346,0.00320231,0.0164307,0.0068701,0.0174919,0.0109783,0.0108999,0.00898109,0.02008,0.00998132,0.00516815,0.00525041,0.00953245,0.0270216,0.00761555,0.00735496,0.0107423,0.0243791,0.0162911,0.0240701,0.00709445,0.00626383,0.0114019,0.0133193,0.00289328,0.00959611,0.0310125,0.0457722,0.00724362,0.0127088,0.00799227,0.0138674,0.0134253,0.0260451,0.0168975,0.0576258,0.00257393,0.00376435,0.00166251
4,0.0215632,0.0187256,0.0262544,0.0158748,0.0225855,0.0113513,0.00851031,0.00294284,0.0160508,0.00779626,0.0196333,0.0132053,0.012763,0.00884604,0.018999,0.00864437,0.00457548,0.00589927,0.00930174,0.0302517,0.00898409,0.00900269,0.0120543,0.0240276,0.0161445,0.0235794,0.00816878,0.00746139,0.011955,0.0140188,0.00322801,0.00890513,0.0299349,0.042235,0.00648205,0.012066,0.00722264,0.0123793,0.0138417,0.0257089,0.0162927,0.05357,0.00296777,0.00588494,0.0027223
5,0.0218672,0.0190406,0.0261419,0.0150722,0.0242019,0.0104657,0.00759671,0.00249408,0.0151478,0.00730925,0.0209204,0.0140686,0.0141675,0.00960801,0.0199114,0.00801498,0.00591899,0.00711331,0.00951958,0.0317996,0.0105114,0.00968143,0.0120888,0.0237681,0.0159011,0.0237331,0.00906957,0.00818899,0.0124221,0.0142896,0.00412572,0.00832957,0.0290116,0.0389286,0.00602162,0.0107959,0.00688766,0.0112014,0.0134382,0.0235073,0.0147841,0.0495391,0.00314972,0.00854551,0.00433578
6,0.0222266,0.0191755,0.0255765,0.0131863,0.0268027,0.00878513,0.00639666,0.00278258,0.0138459,0.00574525,0.0214755,0.0135364,0.0147429,0.0102795,0.0213848,0.007728,0.0061316,0.00661982,0.00895544,0.0321882,0.0112157,0.00946951,0.0109973,0.0235997,0.0153659,0.0239334,0.00935987,0.00835384,0.0127505,0.0141477,0.00539027,0.00819839,0.0281188,0.0358761,0.00587606,0.0100395,0.00708302,0.0102478,0.0125096,0.0207804,0.0134098,0.0455447,0.00306176,0.0103454,0.00530981
7,0.0226329,0.0193895,0.025141,0.0111534,0.029637,0.00696229,0.00525592,0.00435102,0.0125634,0.0038948,0.0217619,0.0123132,0.0152497,0.00982384,0.0222706,0.0068524,0.00505672,0.00481013,0.00746341,0.0322504,0.0103595,0.00867599,0.0094431,0.0234828,0.0147821,0.0238714,0.0088451,0.00812321,0.0128418,0.0138533,0.00655942,0.00849088,0.0270945,0.033008,0.00613328,0.0104876,0.00749829,0.00916834,0.0112793,0.0180049,0.0121802,0.0416364,0.00315412,0.0105493,0.00523457
8,0.0231072,0.0197231,0.0251391,0.0096906,0.0323762,0.0054599,0.00464841,0.00616922,0.0115992,0.002448,0.0217461,0.0110996,0.0163157,0.00804058,0.0223902,0.00501461,0.00564688,0.00278995,0.0057219,0.0325357,0.00826992,0.00738644,0.00790305,0.0233256,0.0142819,0.0233439,0.00765399,0.00766003,0.0127011,0.0135438,0.00731685,0.00899378,0.0257075,0.0302681,0.00651523,0.0115867,0.00788509,0.00780574,0.0104225,0.0150395,0.010701,0.0377512,0.00347892,0.00925482,0.00422926
9,0.0236844,0.0200446,0.0254208,0.00915642,0.0348185,0.00436546,0.00475253,0.00758286,0.010917,0.00191831,0.0209564,0.0101141,0.0176067,0.00549611,0.022192,0.00319968,0.00821875,0.00305471,0.00520596,0.0337721,0.00607658,0.00568026,0.00640541,0.0230562,0.0134749,0.0220215,0.00615961,0.0070007,0.0124606,0.0130703,0.00735297,0.00946852,0.0238373,0.0276578,0.00670673,0.0122604,0.00801311,0.0062536,0.0106651,0.0118705,0.00916395,0.0337275,0.00400408,0.0072641,0.00285055
10,0.0243644,0.0201687,0.0256437,0.0100308,0.0362888,0.00349617,0.00529342,0.00839623,0.0103065,0.00255064,0.0201518,0.00922188,0.018425,0.00311844,0.0218597,0.00371057,0.0107907,0.00597466,0.00658063,0.0372226,0.00482452,0.00390912,0.00479688,0.0226806,0.0120621,0.0196391,0.00475702,0.00617451,0.0122216,0.0122396,0.00649966,0.00980788,0.0217694,0.0252486,0.00695834,0.0120544,0.0076658,0.00457292,0.0117317,0.0089579,0.00875654,0.0295903,0.00483619,0.00550186,0.00201937
11,0.0250551,0.0199633,0.0255908,0.0117526,0.0355227,0.00268684,0.00599047,0.00872069,0.0096361,0.00390278,0.0220627,0.00841824,0.0185797,0.0033997,0.021227,0.00483638,0.0130331,0.00930497,0.00862641,0.0424766,0.00490275,0.00330772,0.0034436,0.0222523,0.0103894,0.0163495,0.0036711,0.0053502,0.0119561,0.0111017,0.00502749,0.0100512,0.0201556,0.0232753,0.00711918,0.0112413,0.00702265,0.00263777,0.0125958,0.00724958,0.0102687,0.0257641,0.00617696,0.00450577,0.00262527
12,0.0256484,0.0193983,0.0252658,0.0133712,0.0316385,0.00189566,0.006749,0.00882426,0.00895083,0.0055609,0.026831,0.00798972,0.0184987,0.00556269,0.0201961,0.00426562,0.0150621,0.0121234,0.0104274,0.0465149,0.00605493,0.00467032,0.00384288,0.0218084,0.00924581,0.012756,0.00294338,0.00472037,0.0115822,0.00994726,0.00418203,0.010303,0.0194939,0.0222735,0.00681605,0.0103258,0.00686935,0.00201251,0.0126903,0.00740828,0.0124982,0.0229212,0.00803478,0.00431378,0.00393113
13,0.0261259,0.018578,0.0248036,0.014431,0.0254865,0.00113987,0.00752739,0.00894729,0.00838046,0.00717989,0.0311327,0.0080089,0.0186782,0.00669256,0.0188023,0.00246859,0.0165663,0.013864,0.0116596,0.0470209,0.0078015,0.0066548,0.00579098,0.0213325,0.00925762,0.00947298,0.00255789,0.00430493,0.0110867,0.00908317,0.00541605,0.0106526,0.0195273,0.0226854,0.00655364,0.00956899,0.00752369,0.00409186,0.012477,0.00879288,0.0141555,0.0214923,0.0100895,0.00471482,0.00520278
14,0.0264991,0.0177341,0.0244216,0.0146191,0.0196592,0.000532129,0.00823144,0.00918407,0.00795985,0.00842619,0.0329663,0.0080052,0.0192306,0.00597088,0.0175351,0.00380406,0.0170719,0.0145653,0.0121456,0.0447937,0.00961054,0.00864793,0.00777062,0.0208026,0.0102603,0.00655469,0.00252456,0.00400136,0.0105393,0.00864518,0.00746377,0.0111037,0.0193066,0.0237715,0.00706596,0.00887975,0.0080456,0.00581168,0.0126818,0.0104926,0.0150519,0.0210244,0.0119016,0.00560971,0.00616484
15,0.0267435,0.0171365,0.0244009,0.0137361,0.0160458,0.000527907,0.00878162,0.00950569,0.00761133,0.00905479,0.0324761,0.0075307,0.0198798,0.0040857,0.0170609,0.00646197,0.0166315,0.0149021,0.011722,0.0420392,0.0109313,0.0103166,0.00917767,0.0202576,0.0117187,0.00371715,0.00278593,0.00374618,0.010027,0.00857675,0.00891619,0.011585,0.0179838,0.0235147,0.00810456,0.00804851,0.00755213,0.00622869,0.0131713,0.011991,0.0154924,0.020262,0.0130973,0.00681588,0.0067168
16,0.0268498,0.0169049,0.0249046,0.0121225,0.0140022,0.00092931,0.00920226,0.00985504,0.00726769,0.00900015,0.0302506,0.00666676,0.0202426,0.00266735,0.0169304,0.00752828,0.0158712,0.0155878,0.0107393,0.0391457,0.0114191,0.0110647,0.00986984,0.0197696,0.0133762,0.00299822,0.00316525,0.00355451,0.00959571,0.00874011,0.00959909,0.0120407,0.0154937,0.02002,0.00909348,0.00701303,0.00609748,0.00532606,0.0133739,0.0130644,0.0154216,0.0179958,0.013483,0.00786953,0.0068861
17,0.0268651,0.0169012,0.0257753,0.0106703,0.013335,0.00139784,0.00961508,0.0102269,0.00692064,0.00845878,0.0262288,0.00585366,0.0201607,0.00227502,0.0161377,0.00660778,0.0152185,0.0168004,0.0101228,0.0348824,0.0112057,0.0105811,0.00991801,0.0193583,0.0149497,0.00582458,0.00348783,0.00346046,0.00924438,0.00899784,0.010296,0.012458,0.0125605,0.012984,0.00977403,0.00588995,0.00489645,0.00390618,0.0131185,0.0136047,0.0143596,0.0134718,0.0131678,0.00834031,0.00684394
18,0.0268496,0.0168618,0.0266244,0.0100635,0.0145951,0.00196159,0.0100822,0.0106145,0.00656166,0.00776035,0.0199214,0.00537391,0.0197662,0.00254578,0.0145582,0.00463554,0.014582,0.0180469,0.0101204,0.0281171,0.0108333,0.00927316,0.00956899,0.0189739,0.0158563,0.00781938,0.00369014,0.0034103,0.00895102,0.00926513,0.0118638,0.0128267,0.0100031,0.00588004,0.0100547,0.00483235,0.0057489,0.00384183,0.0124672,0.0134375,0.0118299,0.00787061,0.0125094,0.00811327,0.00677696
19,0.0268535,0.016643,0.027186,0.010191,0.01621,0.0026186,0.0105518,0.0110123,0.00622184,0.00719035,0.0111894,0.00518596,0.0193186,0.00393711,0.0126973,0.00481654,0.0138767,0.0186839,0.0100348,0.0181328,0.0108355,0.00807684,0.00925664,0.0185533,0.0156504,0.00769997,0.00382269,0.00327903,0.00873957,0.00948656,0.0143254,0.0131186,0.00815677,0.0120665,0.0100147,0.00403718,0.0082531,0.00546474,0.0115552,0.0128873,0.00785911,0.0129007,0.0119139,0.00747204,0.00677103
20,0.0268619,0.0162784,0.0274706,0.0105412,0.0164194,0.0032045,0.010894,0.0113929,0.00601041,0.00694121,0.00424178,0.00523484,0.0189766,0.00564104,0.0108674,0.00844334,0.0128918,0.0184577,0.00947534,0.00698419,0.0112459,0.00773147,0.00933925,0.0180978,0.0144497,0.00643895,0.00398499,0.00299068,0.00868106,0.00965768,0.0171805,0.0133123,0.00727449,0.0228243,0.00988505,0.00409751,0.0112026,0.00725418,0.0109092,0.0130481,0.00466845,0.0264688,0.0115833,0.00684598,0.00678218
21,0.0267652,0.0158833,0.0276369,0.0107047,0.014854,0.00344365,0.0109979,0.0116316,0.00602096,0.00713012,0.013683,0.0056095,0.0187322,0.00695707,0.00931342,0.0125625,0.0110163,0.0174735,0.00873809,0.013991,0.0117527,0.00820864,0.00982916,0.0176783,0.0128977,0.00587799,0.00421335,0.00259878,0.00879898,0.00984628,0.019872,0.0134214,0.00750857,0.0318823,0.00993176,0.00600644,0.0139958,0.00856513,0.0116413,0.0141399,0.00821927,0.0390596,0.0114866,0.00646042,0.00670784
22,0.0264846,0.0155612,0.027809,0.0105518,0.011828,0.00320428,0.010792,0.0114661,0.0061576,0.00768973,0.0245674,0.00642078,0.0184686,0.0077033,0.00869401,0.0154984,0.00779877,0.0158777,0.00828277,0.0281397,0.0121242,0.00902894,0.0104647,0.0173419,0.0117424,0.00745619,0.0044513,0.00226471,0.0090069,0.0101592,0.0218399,0.0134923,0.00846799,0.0371865,0.0102425,0.00899122,0.0160504,0.00910566,0.0145513,0.0150397,0.0140538,0.0458662,0.0114696,0.00632329,0.00644788
23,0.0260837,0.0153673,0.0280253,0.0102166,0.00772423,0.00264451,0.0102382,0.0106986,0.00618911,0.00839918,0.0333782,0.00759471,0.0180919,0.00785865,0.0094616,0.0165572,0.0037708,0.013798,0.0083673,0.03992,0.0123122,0.00981153,0.0109584,0.0170702,0.0113829,0.010926,0.00464149,0.00215211,0.00919075,0.0106665,0.0227303,0.0135874,0.00928201,0.0384659,0.0104792,0.0115236,0.0169279,0.00864282,0.018357,0.0152723,0.0184998,0.0453956,0.0113209,0.00642385,0.00593416
24,0.0256932,0.0153008,0.028331,0.00992234,0.00310166,0.00212355,0.00933409,0.00941808,0.00592759,0.00901672,0.0396083,0.00886621,0.0176106,0.00735221,0.0110338,0.0158996,0.00399711,0.0115287,0.0090861,0.0481396,0.0123061,0.0103531,0.0110865,0.0168399,0.0117318,0.0134311,0.00479927,0.00233259,0.00930744,0.0113581,0.022115,0.0137501,0.00895768,0.0369241,0.0101629,0.0130975,0.0169311,0.00714074,0.0205785,0.0153603,0.0202621,0.0397825,0.0108284,0.00672543,0.0051817
25,0.0253982,0.0153505,0.0287957,0.00976807,0.00321061,0.00206259,0.00816108,0.0079981,0.00535521,0.00936763,0.0436661,0.00991744,0.0171183,0.0061303,0.0128269,0.0142861,0.00856178,0.00963899,0.0103366,0.0533059,0.0120754,0.0106194,0.0107254,0.0166836,0.0124082,0.0128703,0.00498837,0.00277164,0.00936219,0.0121387,0.0193212,0.0139266,0.00817031,0.0335494,0.00933669,0.0143214,0.0171212,0.00534203,0.0198687,0.015859,0.0194215,0.0328772,0.00989098,0.00709043,0.00429676
26,0.0251904,0.0155271,0.0294089,0.00967459,0.00820759,0.00258305,0.00685944,0.00685885,0.00459604,0.00934469,0.0461984,0.0105127,0.0166911,0.00443437,0.0149076,0.012587,0.0124938,0.00872364,0.0117849,0.0565663,0.0115661,0.0107002,0.00986781,0.0166811,0.0130735,0.0105315,0.00528291,0.00338119,0.00933858,0.0129096,0.0146407,0.0139045,0.0103935,0.027721,0.00846554,0.0158709,0.0184289,0.00615842,0.0170305,0.0163727,0.0174914,0.0275968,0.00856648,0.00732952,0.00335398
27,0.0249752,0.0158599,0.0300145,0.00956193,0.0131148,0.00339658,0.00554809,0.00623432,0.00385248,0.00890236,0.0476317,0.0105639,0.0163778,0.00351176,0.0174787,0.0114884,0.014914,0.00887474,0.0131331,0.0587691,0.0106776,0.0106475,0.00861403,0.016929,0.0136691,0.00918094,0.0057297,0.0041121,0.00917814,0.013665,0.00970081,0.013424,0.0152498,0.0182036,0.00777092,0.0172854,0.0203115,0.00897494,0.0140047,0.0151435,0.0163129,0.0240095,0.00703402,0.0073134,0.00229701
28,0.0246731,0.0164121,0.0303522,0.00955475,0.0171942,0.00423559,0.0042228,0.00604369,0.00349576,0.00797808,0.0481719,0.0101204,0.01625,0.00479705,0.0202097,0.0112852,0.01599,0.00973493,0.0143392,0.0600285,0.00921592,0.0102401,0.00704039,0.0175071,0.0143827,0.00867201,0.00629003,0.0049746,0.00884212,0.0145083,0.00534736,0.0124222,0.0200102,0.00772126,0.00717594,0.0172382,0.02092,0.0103925,0.0121331,0.0110681,0.0162837,0.0196877,0.00555777,0.00702965,0.00114568
29,0.0243376,0.01727,0.0302518,0.00994242,0.0196761,0.00498822,0.0027888,0.00597102,0.00420645,0.00650586,0.047958,0.00938852,0.0164144,0.00667211,0.0223377,0.0116469,0.0166138,0.0112257,0.0154821,0.0599839,0.00704462,0.00904981,0.00515873,0.0185127,0.0153144,0.00839238,0.00683594,0.00600437,0.00829543,0.0155725,0.00236304,0.0112614,0.0233678,0.0115641,0.00663261,0.0150431,0.0188972,0.00983704,0.0116879,0.00578435,0.01631,0.0136851,0.00506881,0.00682236,0.00188934
30,0.0241365,0.0184768,0.0297761,0.010958,0.0201055,0.00574782,0.00122661,0.00570286,0.00606876,0.00473647,0.0470097,0.00869297,0.0168654,0.00776626,0.0233337,0.0119087,0.0179045,0.0136028,0.0165214,0.0583002,0.00446517,0.00690972,0.00331598,0.0200018,0.0160917,0.00739718,0.00732194,0.0072004,0.00749733,0.0169045,0.0054116,0.010658,0.0235921,0.0181102,0.00616888,0.0115152,0.014757,0.00837869,0.0119866,0.00376617,0.0152999,0.00814057,0.00710925,0.0074372,0.00433292
31,0.0241677,0.0199091,0.029104,0.0126377,0.0186733,0.00668255,0.000364712,0.00511151,0.00836788,0.00374753,0.0451688,0.00821168,0.0173851,0.0079244,0.0232638,0.0116106,0.0202512,0.016635,0.0171958,0.0549674,0.00284613,0.00470791,0.00331756,0.021767,0.0161844,0.00481038,0.00795202,0.00843062,0.00668326,0.0183768,0.00923282,0.0112078,0.0198963,0.0186218,0.00580162,0.00820381,0.0105738,0.00690321,0.0120555,0.00501882,0.0132472,0.00664825,0.0107932,0.00892014,0.0070703
32,0.0243353,0.0212086,0.0283217,0.0146412,0.0160018,0.00771394,0.00166531,0.00433286,0.0104055,0.0044148,0.0423276,0.00778744,0.0177144,0.00766812,0.0226058,0.0107274,0.022926,0.0193993,0.0172193,0.0503645,0.003574,0.0047827,0.0052414,0.0232987,0.0157343,0.00462573,0.00894895,0.00941995,0.00653538,0.019665,0.0118969,0.012736,0.0145037,0.014753,0.00567389,0.00619195,0.00809728,0.00633828,0.0117368,0.00580432,0.0114898,0.0110466,0.0140781,0.0103333,0.00946117
33,0.0244541,0.0219497,0.0274142,0.0161801,0.0128277,0.00858931,0.00271377,0.00359225,0.0118307,0.00528743,0.0387072,0.00724411,0.0176944,0.00735134,0.0217801,0.00957006,0.024863,0.0209322,0.016581,0.045199,0.00455303,0.00625586,0.00678228,0.0241338,0.015475,0.0074204,0.0100872,0.00993154,0.007265,0.0203807,0.0128788,0.0143084,0.0109624,0.0100181,0.00621987,0.00563749,0.00728427,0.00688251,0.0115449,0.0066467,0.0112761,0.0169707,0.0155061,0.0109674,0.0109541
34,0.0244193,0.0220078,0.0263976,0.016532,0.00994814,0.00910989,0.00373022,0.00285116,0.0126818,0.00526307,0.0348281,0.00662262,0.0173394,0.00675954,0.0208624,0.00844304,0.0254964,0.0208199,0.0155244,0.0403023,0.00484723,0.00662966,0.0072151,0.0241884,0.0155442,0.00930698,0.0107389,0.00984099,0.00805434,0.020227,0.0121252,0.0150396,0.0106603,0.00698004,0.00741841,0.00557247,0.0072482,0.00716411,0.0117789,0.00769823,0.0121506,0.0211538,0.014767,0.0107778,0.0112941
35,0.0242444,0.0216775,0.02538,0.0156206,0.00815896,0.00914891,0.0048833,0.00196083,0.0131449,0.00441398,0.0312412,0.00587217,0.0169352,0.00576085,0.0197278,0.00738613,0.0251055,0.0194323,0.0142424,0.0363617,0.00476798,0.00556366,0.00690246,0.0237899,0.0152763,0.0104245,0.0104308,0.00905394,0.00819438,0.0191385,0.0102125,0.0146699,0.0122126,0.00640019,0.00875287,0.0052429,0.00730789,0.00656096,0.0123556,0.00865226,0.0132497,0.0223529,0.0127055,0.0100196,0.010631
36,0.0240579,0.0214067,0.0245211,0.0140356,0.00796839,0.00867398,0.00592871,0.00168798,0.0133436,0.0033236,0.0283029,0.00478539,0.0168798,0.00465729,0.0183603,0.00626982,0.0246027,0.0176599,0.0127544,0.033709,0.00468463,0.00395402,0.00659914,0.0234051,0.0143466,0.0115388,0.00919539,0.0075255,0.00767983,0.0173474,0.00780056,0.0135662,0.0140915,0.0070907,0.0097068,0.00485813,0.00719866,0.00536792,0.0132983,0.009673,0.0142252,0.0205646,0.0105204,0.00898966,0.00943266
37,0.0240288,0.0214521,0.0239363,0.0125876,0.00931694,0.00784136,0.00640397,0.00292713,0.0133393,0.0025849,0.0261747,0.00341362,0.0171628,0.00388866,0.0169245,0.00507602,0.0247146,0.0161742,0.0110673,0.0323337,0.00470745,0.00302929,0.00672631,0.0233063,0.0132791,0.0130472,0.00752525,0.00542745,0.00692696,0.0152922,0.00559251,0.0123429,0.0160521,0.00780189,0.00993274,0.00520358,0.00714498,0.0042666,0.0146622,0.0106103,0.0149941,0.0164216,0.0088715,0.00839002,0.00831925
38,0.0242237,0.0217365,0.0236438,0.0118452,0.0117162,0.00696851,0.00604839,0.0043439,0.0131541,0.00269164,0.024961,0.00242345,0.0172034,0.00344732,0.0156586,0.00401123,0.0253351,0.0150486,0.00926168,0.0321435,0.00486525,0.00336505,0.00708094,0.0234807,0.0128611,0.0148544,0.00608217,0.00319272,0.00627204,0.0133836,0.00473358,0.0114011,0.0185748,0.00806604,0.00985436,0.00684585,0.00759658,0.00479443,0.0162624,0.0111239,0.0157292,0.0113154,0.00765573,0.00912484,0.00778266
39,0.0245682,0.0219809,0.0236225,0.0119648,0.0145978,0.00634982,0.00502648,0.00522238,0.0127663,0.00335986,0.0248113,0.00297569,0.0163827,0.00278307,0.0148369,0.00340115,0.025682,0.014206,0.0074211,0.0331436,0.00521787,0.00419345,0.00715085,0.0237867,0.0133368,0.0161281,0.00528522,0.00155631,0.00578745,0.0117859,0.00509823,0.0107834,0.0213143,0.00735862,0.0103411,0.00932159,0.00891168,0.0071005,0.0178758,0.0117655,0.0168049,0.00879742,0.00641952,0.0106996,0.00778409
40,0.0249456,0.0219743,0.0238347,0.0128192,0.0173655,0.00609027,0.00379349,0.00554856,0.0121499,0.00383917,0.0259278,0.00472634,0.0147515,0.00209163,0.014727,0.00352013,0.0248018,0.0135965,0.00565176,0.0353256,0.00584476,0.00491286,0.00659535,0.0240947,0.0144198,0.0159022,0.00501335,0.00190904,0.00546275,0.010396,0.0049394,0.0103563,0.02284,0.00497133,0.0113294,0.0120527,0.0110733,0.00945605,0.0194346,0.0133983,0.0185114,0.0125369,0.0048657,0.0116048,0.00771654
41,0.0252869,0.0217032,0.0241391,0.0141842,0.0192873,0.00611414,0.0026873,0.00566253,0.0113366,0.00383767,0.028399,0.00701786,0.0131825,0.00278962,0.0152548,0.00436576,0.0221781,0.0129151,0.00410109,0.0384186,0.00682026,0.00560244,0.00549896,0.0243334,0.0157503,0.0139247,0.00489393,0.00311799,0.00526532,0.00903779,0.00402847,0.00996455,0.0220271,0.00215984,0.0122849,0.0149727,0.0138456,0.0109037,0.020895,0.0156269,0.0206509,0.0186391,0.00299196,0.0109149,0.00695047
42,0.0256452,0.0213337,0.024228,0.0157415,0.0194785,0.00630177,0.00168535,0.00583235,0.0104478,0.00343912,0.0318817,0.00968646,0.0126189,0.00397763,0.0157854,0.00566774,0.0181341,0.0117868,0.00312958,0.0416597,0.00804339,0.00641049,0.00435082,0.0244667,0.0170204,0.0114148,0.00473078,0.00416286,0.00510806,0.00766454,0.00532973,0.00947535,0.0197198,0.00564066,0.0132391,0.0181717,0.0169899,0.01156,0.0220177,0.0173452,0.0226469,0.0231922,0.00121864,0.00873673,0.00537998
43,0.0261158,0.0210893,0.0237839,0.0170217,0.0171133,0.00660442,0.000902088,0.00604751,0.00968102,0.00281151,0.035556,0.0125608,0.013223,0.00448399,0.0156043,0.00721816,0.0135776,0.0101465,0.00350934,0.0439095,0.00916717,0.00711512,0.00387298,0.0245537,0.0179677,0.0110417,0.00447573,0.00493142,0.00496197,0.00643642,0.00898724,0.00888066,0.0185361,0.00916169,0.0143817,0.0212094,0.0199009,0.0120116,0.0224016,0.0182209,0.0241938,0.0238479,0.00244797,0.00596607,0.00363759
44,0.0267117,0.0211614,0.0227458,0.0176107,0.0118722,0.00706506,0.00134002,0.00619831,0.00918115,0.00217006,0.0383977,0.0152956,0.0144825,0.00458153,0.014691,0.00905049,0.009544,0.00821729,0.00444817,0.0441676,0.00984473,0.00752434,0.00440506,0.0247837,0.0184235,0.012775,0.00411987,0.00548963,0.00495246,0.00562763,0.0119046,0.00840489,0.0192442,0.00996216,0.015667,0.0230199,0.0215652,0.0123293,0.0220367,0.0190281,0.0253058,0.0204391,0.0050279,0.00367591,0.00274017
45,0.0273764,0.0216468,0.0213985,0.0174724,0.00475406,0.00774187,0.00234824,0.0062532,0.0089341,0.0019919,0.0394188,0.0174443,0.0157858,0.00533637,0.0139942,0.0113132,0.00729007,0.00616492,0.00432992,0.0420585,0.00995561,0.00781476,0.00541234,0.0253301,0.0183803,0.0132292,0.00368987,0.00598384,0.00522879,0.00545913,0.012542,0.00841242,0.0197007,0.00860657,0.0170229,0.0225976,0.0212354,0.011953,0.021671,0.0203409,0.0255691,0.0157171,0.00724712,0.00239793,0.00260657
46,0.0280718,0.0224482,0.0201894,0.0170276,0.00646482,0.00858927,0.00333505,0.00624036,0.00891039,0.0025535,0.0378293,0.0187164,0.0166835,0.00694491,0.014478,0.013906,0.00822871,0.00396752,0.0036195,0.0378014,0.00961517,0.00822822,0.00629123,0.0261195,0.0179698,0.010917,0.00329935,0.00651449,0.00573315,0.00594673,0.0109479,0.00906027,0.0190268,0.00713351,0.0183456,0.0197823,0.0189512,0.0105427,0.0216838,0.0213191,0.0242416,0.0128807,0.00837064,0.00195245,0.00242708
47,0.0287272,0.0232828,0.019441,0.016827,0.0145819,0.00941375,0.00427443,0.00617006,0.00915962,0.00335421,0.0333895,0.0192011,0.0168869,0.00846326,0.0155513,0.0161713,0.0118014,0.00270173,0.00548797,0.0317862,0.0090664,0.00871675,0.00680161,0.0268091,0.0172952,0.00829445,0.0032178,0.00704579,0.00619336,0.00682604,0.00821348,0.0100472,0.0186882,0.00635466,0.019391,0.0154282,0.0153842,0.00846433,0.0210407,0.0210216,0.0212566,0.0127553,0.00813083,0.00232265,0.00249231
48,0.0291885,0.0238509,0.0191555,0.0170796,0.0209119,0.00996572,0.00510918,0.00607768,0.00961761,0.00389617,0.0267792,0.0193498,0.0163377,0.00882703,0.0157618,0.0169751,0.0156162,0.00406115,0.00788241,0.0243075,0.00846964,0.00902942,0.00699099,0.0270651,0.016309,0.00940307,0.00362823,0.00746421,0.00634377,0.00766228,0.00559774,0.0108022,0.0197587,0.00589572,0.0199017,0.0110419,0.0114063,0.00659915,0.0189908,0.0202599,0.0175431,0.01451,0.00694915,0.00327746,0.00310991
49,0.0293597,0.023961,0.0190936,0.0175171,0.0241596,0.010105,0.00567649,0.00609572,0.0100244,0.00389944,0.019444,0.0197065,0.0153286,0.0073735,0.0147806,0.0154715,0.0168347,0.00486673,0.00786276,0.0157724,0.00772876,0.00889458,0.0069846,0.0268428,0.0149691,0.0109886,0.00435339,0.00766401,0.00612153,0.00806942,0.00416991,0.0109004,0.021193,0.00731566,0.0197572,0.00828773,0.00788528,0.00569068,0.0166895,0.020963,0.0144185,0.0153981,0.00564031,0.0041349,0.00372509
