Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
116,0.021402,0.00446884,0.00851405,0.0104434,0.0132588,0.00235893,0.00484821,0.00709005,0.00547584,0.0105067,0.0077525,0.00572867,0.007365,0.00455572,0.0194194,0.010422,0.0111092,0.0200721,0.0132396,0.00801409,0.00804306,0.0114343,0.00914337,0.00614225,0.0028582,0.00418434,0.00742315,0.00987388,0.0171585,0.0086372,0.0111996,0.0108889,0.00444974,0.00928916,0.00590433,0.0104822,0.0148926,0.0103673,0.00773688,0.00818081,0.00547122
117,0.0228407,0.00456708,0.00519788,0.0103825,0.0158371,0.00162024,0.00598048,0.00748322,0.00749983,0.0115327,0.00534821,0.00413571,0.00460798,0.00686752,0.0174903,0.00884785,0.00806633,0.0169477,0.0101777,0.00746458,0.00734025,0.010816,0.0100932,0.00586286,0.00218104,0.00232025,0.006743,0.0125197,0.0175909,0.00997648,0.00922582,0.0102055,0.0040798,0.00842602,0.00791831,0.0133579,0.0176379,0.00747246,0.00442719,0.00492612,0.0047133
118,0.0237123,0.00526486,0.00258136,0.00990715,0.0150092,0.00211914,0.00734024,0.00699946,0.00974281,0.0119463,0.00432468,0.00920063,0.00752611,0.0109336,0.0159409,0.00944816,0.00785157,0.0170982,0.00718763,0.00834503,0.00707972,0.0108312,0.0105723,0.00473387,0.00284475,0.00116634,0.00570127,0.0160639,0.0184986,0.0117836,0.00714208,0.0092592,0.00448932,0.00726918,0.010032,0.0162204,0.019712,0.00474487,0.00408954,0.00434835,0.00814556
119,0.0237912,0.00637528,0.00427407,0.00988808,0.011198,0.00306138,0.0085316,0.00542183,0.0116638,0.0123534,0.00599027,0.0161308,0.01267,0.0139144,0.0172777,0.0102424,0.0103972,0.0181776,0.00935548,0.011463,0.00916055,0.0118641,0.0104496,0.00329886,0.00454383,0.00312783,0.00503579,0.0199612,0.0199362,0.0125056,0.00449159,0.0078727,0.005051,0.00568845,0.0117203,0.0181665,0.0205455,0.00349592,0.00776316,0.0074735,0.0122164
120,0.0235382,0.00756181,0.00628844,0.0109318,0.00607336,0.00437685,0.00859403,0.00312269,0.0128748,0.0137702,0.00891338,0.0208837,0.0153548,0.014109,0.0209751,0.0111024,0.0138981,0.0182908,0.0148415,0.0148881,0.0124015,0.0137701,0.010175,0.00323951,0.00647678,0.00470906,0.00526597,0.0233804,0.0217736,0.0115204,0.00144581,0.00631361,0.00566663,0.00370357,0.0129037,0.0189886,0.0199408,0.0040444,0.0115164,0.0106261,0.0152606
121,0.0232845,0.00854683,0.00680122,0.0128093,0.00162876,0.00596577,0.00756451,0.00136178,0.0136226,0.0159282,0.0117711,0.0224963,0.0148027,0.0122307,0.0234609,0.0120314,0.0178822,0.0174143,0.0186627,0.0166706,0.0146584,0.0159033,0.0103805,0.00448678,0.00789567,0.00540509,0.00562403,0.0256047,0.0233366,0.00925099,0.00173698,0.00485105,0.00678882,0.0018143,0.0141629,0.0193052,0.0181427,0.00477515,0.0141497,0.0125315,0.016788
122,0.0227975,0.00924245,0.00641109,0.0146215,0.00248431,0.00737048,0.00729523,0.00215591,0.0140929,0.0174724,0.0139631,0.0225525,0.0133815,0.0108281,0.0230785,0.0124718,0.0211607,0.0164171,0.0191931,0.0162422,0.0152188,0.0175169,0.0112526,0.0052421,0.00819468,0.00587382,0.00514914,0.0264819,0.0239148,0.00684531,0.00349947,0.00384931,0.00831416,0.00147399,0.0162182,0.0198303,0.0156216,0.00505006,0.0153287,0.0131139,0.0170221
123,0.0221115,0.00963986,0.00623857,0.0154342,0.00395689,0.00799765,0.00785637,0.00286028,0.013618,0.0175533,0.015217,0.0227463,0.0135947,0.0110499,0.020594,0.011553,0.0218719,0.015845,0.0172384,0.0143974,0.0143292,0.0182151,0.0124406,0.00487576,0.00726917,0.00703521,0.00433315,0.0264361,0.0235178,0.00553362,0.00433586,0.00387088,0.00966956,0.00236254,0.0191748,0.0205329,0.0128803,0.00517978,0.0151905,0.0128968,0.0165699
124,0.0216341,0.00970193,0.00679023,0.0151139,0.00406202,0.00749704,0.00706987,0.00279793,0.011715,0.0163282,0.0154543,0.0230269,0.014587,0.0114889,0.0176511,0.00962366,0.0197817,0.0160161,0.0147259,0.0124421,0.0124892,0.0181142,0.0134184,0.00362161,0.00574063,0.00825679,0.00509961,0.0259974,0.0228688,0.00563416,0.00427235,0.00465446,0.0106985,0.00309052,0.0224214,0.0207676,0.0104333,0.00560185,0.0142342,0.012568,0.0159472
125,0.0214887,0.00946672,0.00792395,0.0143386,0.00362276,0.00616628,0.00474196,0.00312903,0.00913266,0.0146183,0.0148133,0.0223996,0.0145681,0.0112817,0.015587,0.00859351,0.0163697,0.0168534,0.0130293,0.0110565,0.010242,0.0176239,0.0137695,0.00230845,0.00469202,0.00840748,0.00708904,0.0254273,0.0226293,0.00640007,0.00324613,0.00555005,0.0116822,0.00373929,0.0251077,0.0201125,0.00873573,0.00614911,0.0130134,0.012425,0.0153104
126,0.0215698,0.00911848,0.0093328,0.0139,0.00380912,0.00488054,0.0026235,0.00443505,0.00719659,0.0132791,0.013709,0.0201963,0.0131927,0.0106818,0.0148253,0.00932795,0.0128998,0.0176405,0.0122475,0.0101209,0.0080908,0.0170613,0.0133592,0.00224599,0.00447685,0.00749904,0.00870582,0.0247577,0.0226756,0.00713701,0.00211593,0.00641981,0.0128857,0.00439519,0.0266407,0.0188095,0.00803285,0.00631732,0.0117718,0.0122285,0.0145623
127,0.0217774,0.00881498,0.0106919,0.0140877,0.00454574,0.00423482,0.00215625,0.00570749,0.00629544,0.0127011,0.0126095,0.016579,0.0110743,0.0100893,0.0148683,0.0103258,0.00956301,0.0176063,0.0117238,0.00944171,0.00634892,0.0164791,0.0123505,0.00334699,0.00427819,0.00624471,0.00946241,0.0239143,0.0222176,0.00775246,0.00322538,0.00715582,0.0142992,0.00469512,0.0269289,0.0174823,0.00821921,0.00599605,0.0104163,0.0116048,0.0135131
128,0.0219486,0.0084482,0.0117798,0.0144957,0.00475561,0.00392724,0.00228631,0.0063211,0.00578503,0.0128034,0.011696,0.0123169,0.0088699,0.00955888,0.0151765,0.0105514,0.00657915,0.0165257,0.0108338,0.00912365,0.00506819,0.0158049,0.01103,0.00459827,0.00357954,0.00504418,0.00950921,0.0227626,0.0205753,0.00845541,0.00593513,0.00752241,0.0157437,0.00426009,0.0262519,0.0164544,0.00861894,0.00549719,0.00886214,0.0103864,0.0119222
129,0.0219175,0.0077392,0.0125173,0.0144444,0.00393245,0.00362536,0.0025041,0.0062886,0.00522464,0.013337,0.0109227,0.0082192,0.00683227,0.00887625,0.0154362,0.0102916,0.00519426,0.0147857,0.00951395,0.00948264,0.00406435,0.014952,0.00960606,0.0055046,0.00258973,0.00399806,0.00915142,0.0211953,0.0177747,0.00910711,0.00912556,0.00733772,0.0170505,0.00323539,0.0248485,0.0153544,0.00839359,0.00500681,0.0073554,0.00871978,0.0096438
130,0.0216509,0.00655879,0.0129003,0.0136887,0.00275198,0.00346058,0.00294965,0.00590726,0.00455058,0.0140062,0.0103304,0.00507482,0.00516737,0.00783062,0.0152068,0.0103362,0.00648686,0.01289,0.00829488,0.010417,0.00306438,0.0138286,0.0081286,0.0056027,0.00208865,0.00334848,0.00863424,0.0192554,0.0145132,0.00935701,0.0123553,0.00671516,0.018081,0.00230384,0.0226007,0.01348,0.00751983,0.00434424,0.00648033,0.00707659,0.00687806
131,0.0212943,0.00503018,0.0129398,0.0126026,0.00337705,0.00367184,0.00361752,0.00552761,0.00379113,0.0143913,0.0100583,0.00432232,0.00474484,0.00636425,0.014208,0.010824,0.00848849,0.0105232,0.00789744,0.011182,0.00206797,0.012483,0.00650358,0.00451919,0.00266922,0.00321776,0.0081067,0.0171847,0.0116973,0.00901448,0.0152604,0.00624881,0.0187184,0.00251936,0.0192035,0.0104863,0.00716774,0.0033171,0.00665437,0.00608215,0.0042696
132,0.0211151,0.00345102,0.0126478,0.0117481,0.00494555,0.0043081,0.00460121,0.00551342,0.00313378,0.014069,0.0100761,0.00572778,0.00578637,0.00441846,0.0126945,0.0111065,0.00923411,0.00684276,0.00875254,0.0112024,0.0023469,0.0112718,0.0046554,0.00235314,0.00361771,0.00338402,0.0076596,0.0153446,0.00994277,0.00807958,0.0175689,0.00654551,0.0189377,0.0041434,0.0147671,0.00705113,0.00824768,0.00212352,0.00767046,0.00608281,0.00290626
133,0.0213508,0.00223064,0.0120388,0.0113573,0.00614133,0.00527536,0.00598817,0.00612099,0.00312966,0.0130156,0.0101583,0.00716647,0.00691063,0.00193802,0.0112885,0.0106913,0.0084427,0.00557777,0.0107486,0.0106288,0.00449009,0.0107158,0.00278634,0.001875,0.00438463,0.00372389,0.00734941,0.0140412,0.00932121,0.00693686,0.0192236,0.00754004,0.0188161,0.00649808,0.0101786,0.00572903,0.00995148,0.00222787,0.00917175,0.00697156,0.00345502
134,0.022071,0.00176985,0.0111295,0.0111495,0.00797652,0.00646844,0.00764652,0.00723838,0.00402011,0.0118175,0.0101418,0.00789723,0.00748937,0.00212712,0.0105623,0.00981318,0.00767502,0.0120497,0.0133464,0.0103264,0.00725844,0.0110211,0.00178311,0.00470199,0.00487502,0.00435913,0.00717019,0.013361,0.00950943,0.00660491,0.0203687,0.00873985,0.0183756,0.00892518,0.00663852,0.00731806,0.0111785,0.00409304,0.0108896,0.00844311,0.00486474
135,0.0231479,0.00191385,0.00994533,0.0105977,0.00964132,0.00775069,0.00923551,0.00847048,0.00517664,0.0112099,0.0100069,0.00779187,0.0079337,0.00503596,0.0104484,0.00919544,0.00818749,0.0180564,0.0158287,0.0111509,0.00992809,0.0118806,0.00281162,0.00697028,0.00518911,0.00532096,0.00699056,0.0131219,0.0101275,0.00809177,0.021175,0.00965807,0.0173877,0.0106961,0.00476275,0.00841076,0.0112482,0.00628018,0.0124196,0.0100476,0.00651772
136,0.0243101,0.00216002,0.00854333,0.00940868,0.00840422,0.00889899,0.0103905,0.00943926,0.00599336,0.0113073,0.00976629,0.00691782,0.00866554,0.0069527,0.0102326,0.00932707,0.00831611,0.0193433,0.0175712,0.0127635,0.0119661,0.0128345,0.00438573,0.00774628,0.00544657,0.0063592,0.00658429,0.0130149,0.0108791,0.0107877,0.021733,0.00992183,0.0154472,0.01116,0.00440828,0.00779044,0.0100767,0.00834033,0.0132919,0.0112641,0.00818678
137,0.0252405,0.00230713,0.00703964,0.00781233,0.00463086,0.00970279,0.0108861,0.00992448,0.00621998,0.0116018,0.00942938,0.00605467,0.00977034,0.00767337,0.00937726,0.0102424,0.00703511,0.0154508,0.0183985,0.0142328,0.0130457,0.0135543,0.00565331,0.00681452,0.00570164,0.00709532,0.00581956,0.012842,0.0114651,0.0132527,0.0221018,0.00945159,0.0124971,0.0101426,0.00495876,0.00633763,0.0087605,0.00993216,0.0132794,0.0116554,0.00958571
138,0.0256871,0.00227897,0.0056427,0.0064809,0.00614988,0.0101397,0.0106889,0.00988384,0.00592166,0.0115926,0.00905943,0.00655528,0.0111809,0.00802373,0.00788432,0.0117669,0.00714769,0.00949503,0.0187155,0.0152048,0.0131602,0.0138913,0.00660699,0.0046214,0.00598565,0.00723458,0.00482042,0.0126176,0.0115872,0.0144191,0.0223552,0.00876811,0.00954932,0.00817628,0.00560291,0.00618884,0.00878342,0.0102949,0.012578,0.0110254,0.010416
139,0.02556,0.0020553,0.00468568,0.00599253,0.00946237,0.0103572,0.00992453,0.00942374,0.00537362,0.0112053,0.00872007,0.0082515,0.0123736,0.00838877,0.00610133,0.0132835,0.0103302,0.00717729,0.0190047,0.0158034,0.012593,0.0139,0.00748721,0.00243184,0.00632388,0.00672466,0.00394537,0.0124688,0.0111612,0.0136972,0.0225125,0.00861349,0.00834972,0.00599352,0.00639941,0.00837003,0.00924157,0.00866274,0.0116896,0.00957832,0.0105624
140,0.0249649,0.00175724,0.00451898,0.00617208,0.00911365,0.010451,0.00880314,0.00870944,0.00489909,0.0109384,0.00836493,0.0101031,0.0126453,0.00852802,0.00454182,0.0137594,0.013077,0.00918063,0.0192481,0.0161036,0.0117463,0.0138029,0.00828488,0.00349717,0.0066622,0.00578861,0.00356422,0.0124455,0.0104102,0.0112228,0.0224281,0.00855012,0.0086368,0.00377715,0.00825224,0.0109569,0.00910107,0.00515132,0.0110817,0.00791676,0.0102058
141,0.0241173,0.00169594,0.00511489,0.00649431,0.00577926,0.0103288,0.00752393,0.00786379,0.00468433,0.0114521,0.00794614,0.0117093,0.0117645,0.00850524,0.00380228,0.012365,0.0135064,0.0109717,0.0191353,0.0160248,0.0109561,0.0138185,0.00875325,0.0065483,0.00685375,0.00478338,0.00373025,0.0123958,0.00969383,0.00944075,0.0218013,0.0075274,0.00890294,0.00278072,0.0111511,0.0122766,0.0108618,0.00482675,0.0109135,0.00675723,0.00968486
142,0.0231855,0.00210096,0.0060584,0.00677541,0.00208051,0.0097893,0.00618922,0.00697853,0.00468963,0.0127236,0.00750534,0.0129728,0.0101092,0.00859844,0.00407126,0.00907629,0.0118612,0.0117244,0.0184918,0.0155181,0.0103988,0.0139499,0.00869673,0.00930813,0.00673933,0.00404825,0.00429075,0.012076,0.00927393,0.0129211,0.0204171,0.00571756,0.00909707,0.00488485,0.0140835,0.0123054,0.0151736,0.0116608,0.011067,0.00645851,0.00923674
143,0.0222323,0.00275856,0.00695763,0.00714171,0.00263941,0.00870561,0.00483531,0.00624076,0.00473828,0.0141226,0.00705114,0.0137717,0.00829261,0.00885386,0.0047948,0.004955,0.00925571,0.0115972,0.0173415,0.0146763,0.0100893,0.0139572,0.00805893,0.0106417,0.00621395,0.00390938,0.00524243,0.0114051,0.00922412,0.0185673,0.0184248,0.00483066,0.00909644,0.00676576,0.0161379,0.0126901,0.0180479,0.0187691,0.0113178,0.00681663,0.00892133
144,0.0213217,0.0033503,0.00754991,0.00781088,0.00460564,0.0070837,0.00364117,0.00595753,0.00460746,0.0150211,0.0065837,0.0139252,0.00658765,0.00897817,0.00545019,0.00319499,0.00704638,0.0106066,0.0158686,0.0136665,0.00989043,0.0135997,0.00701767,0.00940691,0.0052646,0.00451525,0.00662922,0.0105409,0.00954503,0.0203007,0.016271,0.00633213,0.00807472,0.00688875,0.0167948,0.0142856,0.0169055,0.0221083,0.011438,0.00741852,0.00871609
145,0.0206696,0.0036614,0.00765543,0.00897095,0.00600924,0.00501671,0.00306084,0.00623921,0.00406979,0.0151322,0.00625316,0.0133634,0.00489692,0.00867716,0.00582162,0.00516841,0.00704018,0.00892003,0.0142898,0.0125132,0.00947303,0.0129339,0.00622654,0.00555042,0.00404395,0.0056187,0.00831661,0.00975252,0.0102457,0.0157644,0.014321,0.00930255,0.00677703,0.00627417,0.0159761,0.0151182,0.0125924,0.0193764,0.0112401,0.00786696,0.00850796
146,0.0206283,0.00356506,0.00714947,0.0105947,0.00731228,0.00275784,0.00318903,0.00671839,0.00300765,0.014667,0.006238,0.0123307,0.00367569,0.0079721,0.00596997,0.00670793,0.00933133,0.00703572,0.0125817,0.010925,0.0083229,0.0123358,0.00651666,0.00520325,0.00300359,0.00683601,0.00997199,0.00935545,0.0112676,0.00968642,0.0126358,0.0116756,0.00726385,0.00671807,0.0139423,0.0133124,0.00876968,0.0126215,0.0105417,0.00768408,0.00795865
147,0.0213327,0.00303145,0.00597935,0.0122637,0.00869418,0.000727013,0.00335146,0.00682011,0.00170694,0.01403,0.00642851,0.0112895,0.00456758,0.00723528,0.0063556,0.00775897,0.0119913,0.00527169,0.0104705,0.00841258,0.00591354,0.0121508,0.0077383,0.0105377,0.00275128,0.00785952,0.0111506,0.00979763,0.0123899,0.0101498,0.0110263,0.0114103,0.00720789,0.00674731,0.0108175,0.00936258,0.00778832,0.00795556,0.00916749,0.00644519,0.00648196
148,0.0222531,0.00217438,0.0043096,0.0133833,0.00955113,0.000901264,0.00325467,0.00614706,0.0025134,0.0134999,0.0064987,0.0105097,0.00697159,0.00704479,0.00758359,0.0092953,0.0140862,0.00344542,0.00802594,0.00465997,0.00199545,0.0123438,0.009143,0.0139412,0.00311101,0.00867824,0.011414,0.0115363,0.0132389,0.0123811,0.00925674,0.00863036,0.00397785,0.00544004,0.00649706,0.00530383,0.00699484,0.00658677,0.00764025,0.00505495,0.00404927
149,0.0224948,0.00126007,0.00313031,0.0137285,0.00894528,0.00229964,0.00344503,0.00486622,0.00570232,0.0135026,0.00634239,0.0100022,0.00906759,0.00746569,0.00951134,0.0112623,0.015607,0.00248568,0.00653951,0.000538059,0.003193,0.0126205,0.0104221,0.0137598,0.00368862,0.00967026,0.0105127,0.0146391,0.0137114,0.0166107,0.00743221,0.00816491,0.00369964,0.00631695,0.00238043,0.00292152,0.00607878,0.00572883,0.00875599,0.00768602,0.00536851
150,0.0219224,0.000535338,0.00425491,0.0137842,0.00647862,0.00405451,0.00421734,0.00410046,0.00964718,0.0145755,0.00643783,0.00969295,0.00990311,0.00770906,0.0113529,0.013048,0.0165232,0.00476815,0.00760285,0.00514486,0.00870559,0.0127622,0.0115251,0.0106478,0.00488584,0.0107666,0.00864162,0.0187158,0.0147831,0.0219785,0.0060957,0.0120688,0.00858919,0.00885693,0.00550926,0.00416262,0.00728944,0.00775611,0.0135953,0.0136463,0.0110987
151,0.0214948,0.000376485,0.00645835,0.0143383,0.00330593,0.00612552,0.00510126,0.00454342,0.0132849,0.0164367,0.00760508,0.00919666,0.00924122,0.00706401,0.012668,0.0144606,0.0165414,0.00782211,0.0100182,0.00916456,0.0132856,0.0126591,0.0122063,0.00622375,0.00679083,0.0111022,0.00664178,0.0230031,0.0177427,0.0238573,0.00519303,0.0149515,0.0105231,0.00957658,0.00927149,0.00692413,0.00961435,0.00946796,0.0189074,0.0192896,0.0163347
152,0.0217597,0.00120191,0.00814372,0.0155922,0.00441334,0.00781216,0.00585519,0.00489968,0.0155642,0.0179191,0.00985655,0.00818194,0.00756648,0.00557665,0.0139398,0.0158347,0.015574,0.00997931,0.0120191,0.0116765,0.0157933,0.012231,0.0121456,0.00239568,0.00857014,0.010507,0.00555274,0.0263333,0.0216947,0.0217441,0.0041109,0.0151708,0.00969256,0.00876256,0.0110026,0.00879421,0.0121831,0.00897386,0.0219571,0.0222605,0.019037
153,0.022101,0.00220476,0.00874255,0.0170215,0.00746666,0.00828483,0.00635661,0.0043219,0.0160288,0.0181225,0.0121347,0.00707191,0.0060558,0.0039337,0.0162842,0.0175108,0.0140325,0.0108529,0.012698,0.0130462,0.0158839,0.0114974,0.0113557,0.00253754,0.00923996,0.00985769,0.00520815,0.0274963,0.0244578,0.0180918,0.00377718,0.0143111,0.0092368,0.0083271,0.0108362,0.00892154,0.0146423,0.007458,0.0216991,0.0217916,0.0189466
154,0.0221351,0.00305043,0.00830893,0.0178612,0.00876744,0.00721505,0.00655511,0.00316601,0.0151361,0.0171815,0.0131961,0.00665429,0.00593449,0.00269762,0.020272,0.019267,0.0125623,0.0111424,0.0120063,0.0142238,0.014284,0.0105458,0.0102285,0.00391206,0.00834321,0.00901205,0.00501808,0.0260354,0.0248575,0.0150612,0.0045077,0.0142339,0.010297,0.00846364,0.00941316,0.00756353,0.0160122,0.00626298,0.0188009,0.018916,0.0169878
155,0.0221304,0.00353084,0.00731144,0.0175874,0.00789506,0.00517371,0.00661466,0.00312437,0.0138942,0.0161057,0.0124643,0.00699969,0.0070638,0.00174801,0.0251358,0.0204504,0.0114341,0.0119227,0.0109744,0.0156559,0.0123207,0.00948061,0.00926873,0.00401862,0.0062826,0.00708544,0.00573108,0.0227078,0.0230335,0.0134841,0.00450806,0.014711,0.0109721,0.00848876,0.00748846,0.00599098,0.0160149,0.00537972,0.0148773,0.0154565,0.0142237
156,0.0222969,0.00369704,0.00633515,0.0164124,0.00554967,0.00360595,0.00638614,0.00462647,0.0130488,0.0158872,0.0104535,0.00726263,0.00871282,0.00136087,0.0293097,0.02057,0.0104238,0.0131884,0.0109352,0.0168604,0.0109369,0.00852132,0.00889605,0.00295435,0.0042438,0.00470832,0.0075377,0.0190162,0.0198833,0.0134685,0.00352778,0.0145595,0.0104745,0.00871425,0.00601689,0.00554966,0.0153049,0.00447593,0.0113451,0.0127385,0.011273
157,0.0227021,0.00380631,0.00578422,0.0151179,0.00312101,0.00355745,0.00552982,0.00589063,0.0125873,0.016611,0.00826755,0.00684051,0.0107449,0.00203688,0.03155,0.0196202,0.00939158,0.0139892,0.0119234,0.0171826,0.0101868,0.00795358,0.00917514,0.00173289,0.0035023,0.00341085,0.00929051,0.0160943,0.016755,0.0148061,0.00267064,0.0132675,0.00921892,0.00941617,0.00583096,0.00612441,0.0143731,0.00414917,0.00878534,0.0111323,0.00848927
158,0.0233682,0.00394474,0.00573792,0.0141989,0.00328027,0.00385761,0.00425772,0.00634662,0.0121063,0.0174909,0.00644953,0.00608219,0.0131292,0.00279262,0.0316826,0.0179746,0.00851429,0.0137376,0.0130075,0.0164342,0.00961414,0.00797661,0.00963828,0.00317364,0.00373923,0.00297115,0.0102323,0.014065,0.014908,0.0169442,0.00290412,0.0110092,0.0077539,0.00998437,0.00693284,0.00640478,0.0128289,0.00508086,0.00716307,0.0100897,0.00620849
159,0.0241111,0.00394296,0.00606056,0.0135982,0.00538151,0.00370741,0.0034527,0.0063836,0.0113305,0.0175579,0.00484607,0.00561949,0.0154796,0.00328957,0.0304361,0.0160602,0.00795393,0.0126264,0.013646,0.0148917,0.00866509,0.00857933,0.00974538,0.00542323,0.00390516,0.00262889,0.0103137,0.0125727,0.0147575,0.0190775,0.0038894,0.0082148,0.00645499,0.00973745,0.00873888,0.00544881,0.00990811,0.00691329,0.00623184,0.00898837,0.00454922
160,0.0246516,0.0037276,0.00654323,0.0130769,0.00700285,0.00342153,0.00375175,0.00644403,0.0101632,0.0163181,0.0036871,0.00572342,0.0172861,0.00370843,0.0286155,0.01408,0.00760244,0.0112611,0.0139412,0.0130597,0.00701697,0.00945677,0.00929152,0.00659288,0.00380723,0.00275092,0.0098181,0.0114206,0.0156493,0.0203163,0.00504342,0.00530525,0.00551889,0.00880611,0.0108297,0.00522515,0.00594005,0.00902595,0.00565341,0.00795466,0.00325594
161,0.0248323,0.0034721,0.00697942,0.0125103,0.00730642,0.00345241,0.00451923,0.00649837,0.00858477,0.0140779,0.00369424,0.00620761,0.0182559,0.00409412,0.0263859,0.0120331,0.00725187,0.0102172,0.0144061,0.0115046,0.00499202,0.0102205,0.0083553,0.00615633,0.00370838,0.00343067,0.00899087,0.0105029,0.0163038,0.0198361,0.00631669,0.00306746,0.00502694,0.00767666,0.0131204,0.00861561,0.00511551,0.0106423,0.00524482,0.00740837,0.00221369
162,0.0246518,0.0035037,0.00746297,0.0120536,0.0060071,0.00371737,0.00510723,0.00631653,0.00671718,0.0117443,0.00459558,0.00651249,0.0183347,0.00421313,0.0232378,0.0100675,0.00712191,0.00980349,0.0155692,0.0106984,0.00376735,0.0107423,0.00716543,0.00481225,0.00394586,0.00463279,0.00789882,0.00963482,0.0159873,0.0170494,0.00778961,0.0035964,0.00526969,0.00628507,0.0154204,0.0125996,0.00863517,0.0108317,0.00524766,0.00742491,0.00212535
163,0.0242484,0.00402766,0.00856698,0.0117465,0.00341857,0.00395258,0.00547338,0.00577811,0.00501437,0.010276,0.00546037,0.00642867,0.017618,0.00402236,0.0186466,0.00872406,0.00791674,0.00997271,0.017597,0.0108072,0.00418855,0.0112432,0.00606018,0.00395325,0.00472452,0.00638973,0.00655597,0.00869917,0.0150609,0.0118698,0.00923402,0.00554182,0.00620158,0.00422274,0.0170355,0.0149376,0.0110478,0.00941143,0.00613367,0.00782865,0.00357544
164,0.0238786,0.00493187,0.0106838,0.0114456,0.00177566,0.00419885,0.00598807,0.00491039,0.00433218,0.0100419,0.00608347,0.00624702,0.0163751,0.00410623,0.0128862,0.00853936,0.0096391,0.0103885,0.0202537,0.0117063,0.00521683,0.0119851,0.00539132,0.00424268,0.00610513,0.00847098,0.00516756,0.00788689,0.0143816,0.00510494,0.0102388,0.00662862,0.00707314,0.00261756,0.0172538,0.015334,0.0110572,0.00878172,0.00799048,0.0086555,0.00601042
165,0.023823,0.00598875,0.0134095,0.0113385,0.0042116,0.00463736,0.00695638,0.00390373,0.00504668,0.0105497,0.00676866,0.00637586,0.0150596,0.00527062,0.0072663,0.00934708,0.0115996,0.0109313,0.0230644,0.0132188,0.00629832,0.012943,0.00533899,0.00641517,0.00794305,0.0104724,0.00427331,0.00761613,0.01443,0.00493624,0.010631,0.00633725,0.00795173,0.00558061,0.016199,0.0145812,0.00959656,0.0120386,0.0104109,0.0102816,0.0089534
166,0.0242212,0.00700757,0.0159868,0.0116538,0.00624838,0.00521638,0.00815561,0.00310048,0.00646531,0.011039,0.00747877,0.00718929,0.014068,0.00728865,0.00347384,0.0102881,0.0132104,0.0121037,0.0254374,0.0151557,0.00775188,0.013847,0.00587006,0.00895697,0.00982638,0.0119949,0.00427675,0.00798209,0.0149756,0.0113191,0.0106984,0.00527158,0.00986661,0.00942114,0.0148962,0.0137725,0.00827558,0.0160218,0.012845,0.0127148,0.0118262
167,0.0249482,0.00780193,0.0178347,0.0123025,0.00679215,0.00567684,0.00910609,0.00284295,0.00799437,0.0111204,0.00800012,0.00882236,0.0133617,0.0092519,0.00236879,0.0103552,0.0136247,0.0140826,0.0267383,0.0171732,0.00970879,0.0143894,0.00674339,0.00892763,0.0112765,0.0127679,0.00467052,0.00855564,0.0154925,0.0140832,0.0109154,0.004871,0.0122513,0.0115095,0.0141811,0.0135418,0.00796804,0.0167158,0.0147788,0.0151946,0.0140082
168,0.0256889,0.00818048,0.0186899,0.0130522,0.00595837,0.00585813,0.00948276,0.00323856,0.00925506,0.0108563,0.00852329,0.0108357,0.012556,0.0103742,0.00323786,0.00913367,0.0120694,0.0154497,0.0264717,0.0186843,0.0115788,0.0144022,0.00753227,0.00613236,0.0120386,0.0127203,0.00486363,0.0088801,0.0156973,0.0117283,0.0114834,0.00581152,0.0133619,0.0113425,0.0138236,0.013977,0.0093,0.0129401,0.0157868,0.0168158,0.0151001
169,0.0261487,0.00805164,0.018582,0.0135116,0.00438819,0.00584332,0.00918507,0.00412636,0.00992995,0.0104328,0.00931678,0.0126569,0.0116365,0.0103911,0.00463794,0.00717989,0.00924047,0.0140694,0.0246187,0.01904,0.0125174,0.0139455,0.00786874,0.00606655,0.0121818,0.0119704,0.00497068,0.00878984,0.0156877,0.00741902,0.0122035,0.00714568,0.0125537,0.00995584,0.0133482,0.0153154,0.012562,0.00685721,0.0156519,0.0171292,0.0150865
170,0.0262123,0.00755118,0.017788,0.0132723,0.00285627,0.00586106,0.00830326,0.00522637,0.00987488,0.00984002,0.0103014,0.01408,0.0111843,0.00964063,0.00535885,0.00555352,0.00790911,0.00882414,0.021718,0.0179224,0.0120802,0.0132519,0.0076484,0.00887446,0.011928,0.0107437,0.00541621,0.00838931,0.0157561,0.00695607,0.0127618,0.00822678,0.0104636,0.00854584,0.0128406,0.0175024,0.0163456,0.00518287,0.0145278,0.0162566,0.0142994
171,0.0259533,0.00700377,0.0167248,0.0122677,0.00246745,0.00604633,0.00711775,0.00624008,0.00918881,0.00896772,0.0112151,0.0150038,0.0114502,0.00864582,0.0060909,0.0051446,0.0101579,0.00265574,0.0185069,0.0155699,0.0104636,0.0125821,0.00703,0.00899998,0.0114071,0.00927455,0.00612585,0.00792528,0.0161244,0.00748492,0.0130587,0.00910108,0.0079964,0.00741564,0.0124377,0.0191691,0.0186734,0.00844215,0.0129212,0.0147162,0.0132348
