Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
399,0.0246186,0.00301395,0.00199033,0.0150302,0.00517765,0.00350284,0.00328408,0.0039152,0.00970361,0.0179424,0.00665718,0.00984856,0.00979545,0.00853067,0.0101917,0.0125939,0.0151519,0.0063089,0.00693264,0.00577407,0.00937632,0.0144408,0.0122939,0.0135728,0.00459897,0.0101522,0.00896533,0.0166035,0.0146919,0.016284,0.00634276,0.00691252,0.00509859,0.00540933,0.00678102,0.00267104,0.00719413,0.0103965,0.0091957,0.00645822,0.00742162
400,0.0251359,0.00400549,0.00377355,0.0148748,0.00322252,0.00547104,0.00494518,0.00316739,0.0136968,0.0185696,0.00691764,0.00994967,0.00957535,0.00847187,0.0109655,0.0149194,0.016225,0.00950742,0.00912892,0.00992577,0.0138795,0.0144857,0.0114322,0.0100848,0.0057813,0.0090406,0.00714837,0.0193475,0.0165152,0.0213015,0.00636801,0.0122746,0.0087264,0.00898945,0.00692875,0.0040818,0.00872282,0.0112197,0.0136649,0.0104303,0.0118956
401,0.0255327,0.00431006,0.00595847,0.0155518,0.00392121,0.00729051,0.0060569,0.00408893,0.016494,0.0191656,0.00814844,0.00945429,0.00823864,0.00724641,0.0115921,0.0160936,0.0160672,0.0120315,0.0109318,0.0126448,0.0163407,0.0142856,0.0106727,0.00553211,0.00726942,0.00719429,0.00537092,0.0219653,0.019465,0.0233279,0.00732685,0.0163183,0.00991424,0.0103982,0.00854976,0.00738585,0.010645,0.0118583,0.0170313,0.0131105,0.0147432
402,0.0259082,0.00426091,0.00746027,0.0167563,0.00618404,0.00812438,0.00610939,0.00450228,0.0174634,0.0190657,0.00971667,0.00815788,0.00639636,0.00526651,0.0125953,0.0166496,0.0145844,0.0131087,0.0115137,0.0139292,0.0165612,0.013399,0.0107833,0.00199692,0.00848301,0.00670683,0.00436923,0.0235906,0.0221783,0.0217209,0.00729168,0.0171995,0.00935183,0.0104665,0.00950337,0.0094562,0.0126563,0.0110455,0.0177881,0.0134591,0.0152244
403,0.0260151,0.00424185,0.00780846,0.0175472,0.00720444,0.00757064,0.00541895,0.00346646,0.0168039,0.0178862,0.0105139,0.00662059,0.00530617,0.0033961,0.0147949,0.0172072,0.0125688,0.0131164,0.0110637,0.0144518,0.0152304,0.0119975,0.0113903,0.00297583,0.00860802,0.00766782,0.00392686,0.023332,0.0229379,0.0186014,0.0061191,0.0161313,0.00946771,0.0107074,0.00894743,0.00935735,0.0148801,0.00963374,0.0161177,0.0120709,0.0139179
404,0.0258908,0.00431811,0.00707946,0.0172733,0.00640931,0.00589114,0.00478633,0.00132319,0.0153713,0.0162485,0.010223,0.00574066,0.00577376,0.00212286,0.0184383,0.0176808,0.0110505,0.0129619,0.0102353,0.0147603,0.0133657,0.0106703,0.0116012,0.00427193,0.0073493,0.0074781,0.00389094,0.021124,0.0214129,0.0160247,0.00477833,0.0151324,0.0104213,0.0110576,0.00717795,0.00785946,0.0165022,0.00848753,0.013293,0.0101414,0.011863
405,0.0257696,0.00443786,0.00582458,0.0161627,0.00431313,0.00396253,0.00479039,0.00180149,0.0139554,0.015314,0.00921307,0.00566192,0.00703066,0.00136889,0.022669,0.0176087,0.0102409,0.0131732,0.00978402,0.0148336,0.011628,0.00982079,0.011344,0.00388682,0.00526768,0.00576711,0.00497487,0.0179423,0.0187017,0.0148766,0.0038853,0.0149113,0.0107597,0.0107702,0.00534958,0.00676186,0.0166717,0.00759197,0.0105519,0.00818974,0.0097415
406,0.0257552,0.00463887,0.00468118,0.0149001,0.00204636,0.00296312,0.00484942,0.00414169,0.0128131,0.0155868,0.00777559,0.00563125,0.00854427,0.00149818,0.0261433,0.0168482,0.00951877,0.0134061,0.0101175,0.0143953,0.0101791,0.00957704,0.0112407,0.00216728,0.00358654,0.0040731,0.00674717,0.0150066,0.0162709,0.0151952,0.00362331,0.0145537,0.00991922,0.00977378,0.00464271,0.00679869,0.0156272,0.00690411,0.00843735,0.0061551,0.00781634
407,0.0258799,0.00489203,0.00409424,0.0139357,0.00218561,0.00306406,0.00433655,0.00573635,0.0118629,0.0165053,0.00607155,0.00513411,0.0103838,0.00213669,0.028027,0.0156991,0.00846538,0.0131263,0.01107,0.0133218,0.00899889,0.00977156,0.0114351,0.00246981,0.00317635,0.00353861,0.00818912,0.0128109,0.0149212,0.0164838,0.00396555,0.0129947,0.00825336,0.00854521,0.00521601,0.00700521,0.0139146,0.00669671,0.00692887,0.00425222,0.00631808
408,0.0260966,0.00504785,0.00421723,0.0133038,0.00415949,0.00315862,0.00351642,0.00643279,0.0109634,0.0171515,0.00453217,0.00440583,0.0124737,0.00257002,0.0284101,0.0146001,0.00718656,0.012337,0.0122195,0.0117385,0.00797786,0.0100744,0.011371,0.00524658,0.00325572,0.00371533,0.0088664,0.0111301,0.0145867,0.0179273,0.00456303,0.0101549,0.00645812,0.0076964,0.00690863,0.00635302,0.0114748,0.00699457,0.00588092,0.00311562,0.00548875
409,0.0262529,0.0049855,0.00481671,0.0127821,0.00596018,0.00284796,0.00318575,0.00645972,0.00996772,0.0168311,0.0037873,0.0038587,0.0144206,0.00268436,0.0279104,0.0137165,0.0059635,0.0115075,0.0132889,0.00993735,0.00681649,0.0104005,0.010697,0.00722938,0.00319057,0.00405958,0.0088354,0.00970535,0.0147664,0.0186923,0.00521019,0.00692627,0.00530901,0.0074738,0.0092576,0.00511278,0.00815782,0.00770246,0.00527667,0.00301772,0.00523116
410,0.0262443,0.00472908,0.00561849,0.0122132,0.00706991,0.00252302,0.00350678,0.00621239,0.0087674,0.0153797,0.00409614,0.00363668,0.0157927,0.00267501,0.0269163,0.012768,0.00503761,0.0110794,0.0143184,0.00836209,0.00520677,0.0108548,0.00966655,0.00755109,0.00330701,0.00439403,0.00831047,0.00850369,0.0149531,0.0181659,0.00595133,0.00479642,0.00524247,0.00747733,0.011867,0.00679713,0.00591216,0.00873828,0.00518137,0.00309275,0.00523983
411,0.0260771,0.00447377,0.00665466,0.0116554,0.00705831,0.00273324,0.00391179,0.00597937,0.00736997,0.0132671,0.00500234,0.00365892,0.0163416,0.00269447,0.0251362,0.0113302,0.00495804,0.0111924,0.0156211,0.00767035,0.00318046,0.0114833,0.00873425,0.00638245,0.00394008,0.00485991,0.00743596,0.00756703,0.0149927,0.0159673,0.00685128,0.00516115,0.00598531,0.00702319,0.0145213,0.0110534,0.00813079,0.00940979,0.0055723,0.00300412,0.00541765
412,0.0258122,0.00447586,0.00818618,0.0112545,0.00570361,0.00331853,0.00423498,0.00573161,0.00598743,0.0113117,0.00603446,0.00366666,0.0160458,0.00259496,0.0218633,0.00928294,0.00632862,0.0117134,0.0175527,0.0083794,0.00156986,0.0122685,0.00802781,0.00450162,0.00490331,0.0057863,0.00628569,0.00688662,0.0151192,0.0120166,0.00782013,0.00665757,0.00695284,0.00557434,0.0167481,0.0144943,0.0112263,0.00896733,0.00634992,0.0036964,0.00588962
413,0.0255357,0.00483203,0.0103892,0.0111056,0.00340123,0.00389801,0.00477198,0.00525925,0.00513375,0.010136,0.00692383,0.00359526,0.0151161,0.00236502,0.0167803,0.00712137,0.00852042,0.0122452,0.0202112,0.0103051,0.0026125,0.0131887,0.00733959,0.00337507,0.00598566,0.0073267,0.00506189,0.00643395,0.0155133,0.00700537,0.00861411,0.00747224,0.00755718,0.00345819,0.017942,0.0158923,0.0122685,0.00856912,0.0075117,0.00551501,0.00688644
414,0.0253696,0.00539834,0.0131065,0.0112573,0.00269013,0.00444633,0.00578277,0.00449082,0.00537021,0.00979465,0.00746983,0.0037089,0.0140102,0.00293018,0.0106275,0.00629615,0.0106859,0.01234,0.0232822,0.012925,0.00484379,0.0141867,0.00658372,0.00577603,0.00720687,0.00928376,0.0042394,0.00629157,0.015941,0.00495574,0.00897321,0.00704459,0.00797322,0.00412056,0.0178748,0.015558,0.0113265,0.0110668,0.00915347,0.00790303,0.00855881
415,0.0254645,0.00591684,0.0158656,0.0117617,0.00519811,0.00502857,0.00712278,0.00363331,0.00653245,0.00994808,0.00758371,0.00449795,0.0133356,0.00505382,0.00511428,0.00767897,0.0125001,0.0121109,0.0261318,0.0157869,0.00749042,0.0151284,0.00603372,0.00915196,0.00853852,0.0111724,0.00423734,0.00658691,0.0159692,0.00931926,0.00883439,0.00556875,0.00936162,0.00742616,0.01694,0.0145169,0.0099331,0.0151181,0.0112069,0.0105064,0.0107345
416,0.0259124,0.00620456,0.0180659,0.0126125,0.00761902,0.00555032,0.00837513,0.00308457,0.00796676,0.0102403,0.00739654,0.00641741,0.0134674,0.00797845,0.00211594,0.0093482,0.0134767,0.0123775,0.0280082,0.0184403,0.0104026,0.0158332,0.00608671,0.0100462,0.00970609,0.0124765,0.00480711,0.00716783,0.0154892,0.0127955,0.00848144,0.00386115,0.0117948,0.0098741,0.0157996,0.0137708,0.00931962,0.017169,0.013247,0.0129381,0.0129333
417,0.0266328,0.00627347,0.019228,0.0136176,0.00883953,0.00585138,0.00914474,0.00313836,0.00917844,0.010447,0.0072302,0.00924268,0.0140409,0.0106253,0.00188636,0.00962248,0.0127937,0.013193,0.0282736,0.0203625,0.0130295,0.0161444,0.00678716,0.00720176,0.0104081,0.0129369,0.00538033,0.00765391,0.0148649,0.0121495,0.00840362,0.00392979,0.0138115,0.0104495,0.0147473,0.0137409,0.00992553,0.0154211,0.0146727,0.0147111,0.0146021
418,0.0273812,0.00626373,0.0192098,0.0143991,0.00846414,0.00587884,0.00922985,0.0036958,0.0098812,0.0104663,0.00737103,0.012053,0.0142035,0.0119977,0.00257775,0.00843695,0.010412,0.0128686,0.0266795,0.021046,0.0145566,0.0159975,0.0076857,0.00384363,0.010614,0.0126396,0.00564068,0.00782431,0.0145277,0.00805886,0.00887397,0.00583263,0.0143797,0.00965344,0.0137315,0.0143678,0.0121598,0.0104388,0.0150999,0.0154593,0.015366
419,0.0278856,0.00626478,0.0182691,0.014595,0.00645048,0.00573681,0.00865512,0.00447264,0.009937,0.0102263,0.00789164,0.0141026,0.0136462,0.0116401,0.00315642,0.00679179,0.00838878,0.00951302,0.0235483,0.0201817,0.0143677,0.0154648,0.00826557,0.00694595,0.0105844,0.0118596,0.00563199,0.00771447,0.0145685,0.00552667,0.00965905,0.0074984,0.0134987,0.00868507,0.0128453,0.0155866,0.0152911,0.00464714,0.0145961,0.0151638,0.0151984
420,0.0280009,0.00626768,0.0169162,0.0140831,0.00343105,0.00562158,0.00761315,0.00524367,0.00935256,0.00962932,0.00870779,0.0154221,0.0130527,0.00994189,0.00279011,0.00623502,0.00962409,0.00291467,0.0196325,0.0178186,0.0124477,0.0147667,0.00832927,0.00950847,0.0105999,0.0108491,0.00561721,0.00744288,0.0148163,0.00668663,0.0102548,0.00833277,0.0116272,0.0081171,0.0121393,0.0169773,0.0177026,0.0033512,0.0135774,0.0142035,0.0144102
421,0.027773,0.00626109,0.015626,0.0130558,0.00312511,0.00568322,0.006388,0.00586253,0.00829832,0.00866981,0.00961306,0.0165045,0.0131576,0.00782987,0.00394244,0.00765451,0.0131478,0.00753832,0.0157537,0.0143951,0.00942123,0.0142083,0.00807066,0.00886211,0.0106568,0.00974868,0.00573477,0.00711572,0.0151964,0.00690261,0.0104185,0.0088311,0.00918054,0.00775875,0.0113012,0.0173933,0.0183104,0.00636555,0.0125196,0.0130911,0.0134394
422,0.0273744,0.00627057,0.0145616,0.0119384,0.00659504,0.00592285,0.00527057,0.00624932,0.0070849,0.00756528,0.0102738,0.0178389,0.0138844,0.00659225,0.00792549,0.00938249,0.0179361,0.0171628,0.0125011,0.0105737,0.00625515,0.0140288,0.00792404,0.00607808,0.0104888,0.00858287,0.00586426,0.00685395,0.0158481,0.00676948,0.0103937,0.00963094,0.00673209,0.00752923,0.0100129,0.0157938,0.0169247,0.00862899,0.0117139,0.0121403,0.0125896
423,0.0269883,0.00629064,0.0135549,0.0111656,0.00954364,0.00621704,0.00443175,0.006387,0.00605486,0.0066893,0.0103476,0.019487,0.0147356,0.00728271,0.0123568,0.010336,0.023624,0.0253625,0.0100896,0.00695632,0.00397317,0.0142459,0.00819936,0.003251,0.00986783,0.00732906,0.00590732,0.00678399,0.0168775,0.00778525,0.0104968,0.0106711,0.00545091,0.00759361,0.00835175,0.0122961,0.0140318,0.0101742,0.0111468,0.0113672,0.0119021
424,0.0267355,0.00622183,0.0124257,0.0109057,0.0114562,0.00639011,0.00384918,0.00631956,0.00541795,0.0063553,0.00968802,0.0206731,0.0151839,0.00892643,0.0160527,0.0118203,0.028003,0.0320918,0.00839384,0.00396536,0.00334989,0.0146316,0.00872511,0.00282114,0.0087931,0.00605564,0.0060201,0.00698129,0.0180979,0.00890208,0.0105798,0.01147,0.00594779,0.00809072,0.00685887,0.00847416,0.0105785,0.0113111,0.010575,0.0105785,0.0112163
425,0.0266515,0.00595464,0.0112272,0.0110146,0.0129601,0.00627293,0.003451,0.00613139,0.0051679,0.00662444,0.00848943,0.02046,0.0149482,0.0104601,0.018691,0.0144938,0.0288568,0.0380876,0.00717725,0.00244546,0.0037607,0.0148921,0.0090091,0.00405795,0.0074133,0.00490147,0.00649263,0.00744429,0.0191154,0.00901229,0.0101727,0.0116996,0.0068937,0.00877726,0.00621576,0.00683524,0.00805377,0.0119748,0.00976516,0.00955949,0.0103158
426,0.0266966,0.00553561,0.0101364,0.0112559,0.013925,0.00577435,0.00330214,0.00590051,0.00520111,0.00731969,0.00713632,0.018438,0.0138347,0.0114609,0.0202338,0.0163427,0.0262193,0.042619,0.00629987,0.00343796,0.00411117,0.0149187,0.00889055,0.0050221,0.00587111,0.00414562,0.00739786,0.0081308,0.0197151,0.00790337,0.00903462,0.0112417,0.00722679,0.00921599,0.006376,0.00769395,0.00809249,0.0121099,0.00865851,0.00824594,0.00901661
427,0.0268364,0.00514637,0.00918777,0.0115473,0.0140166,0.00493732,0.00352776,0.00567756,0.00547711,0.00821666,0.00584275,0.0149013,0.0115658,0.0113685,0.0206202,0.015605,0.0216725,0.0432372,0.00572566,0.00510621,0.00414817,0.0148277,0.00888586,0.00549153,0.00429504,0.0040306,0.008465,0.00903488,0.0200968,0.00636598,0.00741797,0.0101595,0.00693136,0.00923451,0.006584,0.00876285,0.0100499,0.0119315,0.00732634,0.00672879,0.00711889
428,0.0271234,0.00494034,0.00810465,0.012075,0.0142265,0.00391724,0.00409284,0.00552043,0.00603045,0.00914727,0.0048113,0.0108296,0.00816612,0.0100613,0.019926,0.0129543,0.0164411,0.038449,0.00544308,0.00639797,0.00411995,0.0147505,0.0093377,0.00560186,0.00292972,0.00399215,0.00926958,0.0102864,0.0205936,0.00609864,0.00577086,0.00881405,0.00644487,0.00887109,0.00641778,0.00930671,0.0122327,0.0113902,0.0058509,0.00514131,0.00438658
429,0.0276284,0.00504604,0.00647501,0.0128774,0.0150757,0.00296595,0.00483082,0.00548977,0.00684782,0.00998388,0.00459695,0.0078448,0.00460343,0.00887073,0.0186899,0.0115388,0.0113872,0.0300508,0.00544148,0.00706775,0.0042542,0.0147023,0.00988324,0.00536235,0.00215343,0.0034582,0.00943794,0.0121378,0.0211462,0.00760589,0.00427303,0.0078529,0.00605611,0.00815495,0.00631432,0.0101159,0.014106,0.00998975,0.00452826,0.00370004,0.00175178
430,0.028231,0.00564389,0.00414945,0.013467,0.0150831,0.00252698,0.00556518,0.00553015,0.00773741,0.0106509,0.00542443,0.00769931,0.00333148,0.00939418,0.0177492,0.0122495,0.00814183,0.0219102,0.00603766,0.00723283,0.00451108,0.0147005,0.0105612,0.00462529,0.00225875,0.00258686,0.00880729,0.0147452,0.0212958,0.00960662,0.00292369,0.00743764,0.00588058,0.00710168,0.00727776,0.0120234,0.0158479,0.00754488,0.00481049,0.00348974,0.00517978
431,0.0285686,0.00678609,0.00168446,0.013456,0.0129682,0.00288234,0.00605807,0.00540412,0.00836917,0.0111938,0.00706583,0.0115611,0.00706108,0.0113271,0.0179231,0.0124909,0.00880732,0.0169853,0.00811791,0.00760199,0.00520686,0.0149253,0.0119022,0.00352024,0.00359725,0.00204509,0.0075351,0.0179716,0.0209616,0.0111001,0.0016596,0.00697687,0.00599361,0.00579053,0.00922877,0.0144987,0.0174868,0.00477886,0.00777225,0.00571454,0.0100346
432,0.0284028,0.00818166,0.00239137,0.0131224,0.00909531,0.00363707,0.00598149,0.00483725,0.0085666,0.0117883,0.00925395,0.0172973,0.0116507,0.0128989,0.0199029,0.0116289,0.0122028,0.0155567,0.0117315,0.0090108,0.00679182,0.0156433,0.0138105,0.00309866,0.0059322,0.00295531,0.00605635,0.0213377,0.0209828,0.0115065,0.000905163,0.0061505,0.00628204,0.00426774,0.0111255,0.016524,0.0184423,0.00331384,0.0119881,0.00907451,0.0142217
433,0.0278787,0.00941,0.00451711,0.0131416,0.00508225,0.0044878,0.00520562,0.00372509,0.00861512,0.0125502,0.0116195,0.0218128,0.0142695,0.0127001,0.0229198,0.0104671,0.0158975,0.0157369,0.0154719,0.0108619,0.00860433,0.0169022,0.015545,0.00415856,0.00820615,0.00452354,0.00473622,0.0241343,0.0221536,0.0105986,0.00249172,0.0051295,0.00681787,0.00263215,0.0125833,0.0178399,0.0180894,0.00371929,0.0159962,0.012187,0.0170098
434,0.0271587,0.0102979,0.0059815,0.0139402,0.00325764,0.00544527,0.00452821,0.00227347,0.0089621,0.013244,0.0137705,0.023807,0.014354,0.0111716,0.0248424,0.0100462,0.0190061,0.0158836,0.0178138,0.0117908,0.00957987,0.0184209,0.0164263,0.00534204,0.00929312,0.00538463,0.0034426,0.025782,0.0240027,0.00869767,0.00408046,0.0040666,0.00792724,0.00169009,0.0141892,0.0188862,0.0165074,0.00419969,0.0187267,0.0141714,0.0181924
435,0.0262607,0.0109828,0.0068732,0.0151789,0.00372399,0.00640674,0.00538635,0.00140672,0.00935965,0.0133444,0.0153799,0.0241133,0.0137739,0.0103558,0.0244711,0.0109595,0.0211273,0.0154527,0.0182268,0.0113658,0.00931769,0.0197918,0.0163877,0.00555655,0.00866495,0.00567302,0.00232654,0.0262316,0.025459,0.00668558,0.00469716,0.00301088,0.00943927,0.00222655,0.0167118,0.0200377,0.0144037,0.00416609,0.0196462,0.0147748,0.0180973
436,0.0254239,0.0116349,0.00754019,0.015956,0.00383266,0.00701202,0.00687535,0.00224488,0.00902573,0.0125591,0.016226,0.0239113,0.0141951,0.0108633,0.0222813,0.0118389,0.0214834,0.0148042,0.0173529,0.0102985,0.00811006,0.0206761,0.0160546,0.00457461,0.0067702,0.00640528,0.00336687,0.0259476,0.0259441,0.00561452,0.00428441,0.00241374,0.0108477,0.00297023,0.0201634,0.0210917,0.0125208,0.00411494,0.0189213,0.0144383,0.0173919
437,0.0249728,0.0122319,0.00806289,0.0156758,0.00318447,0.0069584,0.0073359,0.00335674,0.00762739,0.0113202,0.0161353,0.023349,0.0149151,0.0113489,0.0194228,0.011763,0.0197471,0.0148527,0.0163071,0.00958669,0.00645875,0.0209162,0.0160397,0.0028545,0.00485039,0.00711419,0.00567938,0.0254163,0.0255635,0.00582781,0.00329297,0.00317865,0.0119922,0.0037466,0.0237728,0.0214993,0.0112121,0.00460045,0.0172145,0.0139234,0.0166074
438,0.0249291,0.0126293,0.00826403,0.0146492,0.00281646,0.0062815,0.00645094,0.00422393,0.00560486,0.0106577,0.0151789,0.0219752,0.0148083,0.0112081,0.0168653,0.0116448,0.016656,0.0159668,0.015826,0.00965538,0.00474525,0.0205618,0.016235,0.00167854,0.00394768,0.00686801,0.00759348,0.0247637,0.0247276,0.00668485,0.0028867,0.00471115,0.0130881,0.00495755,0.0266006,0.0209557,0.0104193,0.00533712,0.0151357,0.0135982,0.0157901
439,0.0251462,0.0127204,0.008004,0.0137672,0.00376704,0.00533484,0.00499351,0.00490346,0.00378035,0.0111542,0.0138014,0.0194398,0.013628,0.0106719,0.0151036,0.0118815,0.0130283,0.0173703,0.0159414,0.0101944,0.00320116,0.0197361,0.0160198,0.00274419,0.00363599,0.00585599,0.00876211,0.0238637,0.0236725,0.00756966,0.00455767,0.00596434,0.0143703,0.00620682,0.0280756,0.0197041,0.009926,0.00577326,0.0128408,0.0131895,0.0146657
440,0.0254732,0.0124641,0.00734994,0.0136202,0.00492415,0.00453626,0.00395888,0.00540044,0.00275032,0.0123031,0.0124661,0.0157774,0.0116988,0.0100283,0.0140406,0.0115052,0.00900577,0.0179819,0.0162085,0.0106802,0.00199165,0.0185115,0.0149479,0.00450149,0.0031355,0.00473064,0.00933705,0.0225958,0.0222763,0.0082536,0.00735649,0.00644421,0.0158217,0.00646969,0.0281763,0.0182742,0.00952183,0.00582697,0.0102339,0.0123397,0.0129656
441,0.025736,0.0118273,0.00655761,0.0139288,0.00515795,0.00409943,0.00373638,0.00565766,0.00243606,0.0133837,0.0113335,0.01143,0.00946849,0.00936077,0.0135669,0.0103739,0.00511979,0.0172384,0.0161213,0.0108921,0.00145264,0.0170121,0.0130445,0.00602177,0.00248674,0.00384071,0.00947831,0.0209528,0.0202747,0.00865354,0.0100376,0.00624887,0.0171795,0.00528613,0.0272116,0.0168696,0.00898756,0.00563725,0.00753804,0.011117,0.0105473
442,0.0258213,0.0107911,0.00588431,0.0139187,0.00431678,0.00404804,0.00413565,0.0057401,0.0024169,0.0140862,0.0104533,0.0072771,0.00736277,0.00856173,0.0137398,0.00953741,0.00448909,0.0153178,0.0154176,0.0110114,0.00187229,0.0155165,0.0105852,0.00675223,0.00220251,0.00339076,0.00927859,0.019042,0.0176636,0.00870488,0.0121409,0.00585884,0.0181294,0.00329059,0.0253731,0.0150506,0.00827064,0.00514925,0.00588293,0.0101071,0.00748181
443,0.0257782,0.0094294,0.00544512,0.0132318,0.00338978,0.00442163,0.00492009,0.00585871,0.00251061,0.0144495,0.0100138,0.00532652,0.00621648,0.00746562,0.0140832,0.00972272,0.00730745,0.0127838,0.0142107,0.0113064,0.00274234,0.0143733,0.00782113,0.00615194,0.00256261,0.00344882,0.00886766,0.0170332,0.014918,0.00845758,0.0139331,0.00567537,0.0185069,0.00177607,0.0224792,0.0121397,0.00785781,0.00419795,0.00686474,0.0101895,0.00438506
444,0.0257869,0.00794847,0.00534777,0.0122265,0.00356376,0.00523361,0.00596289,0.00625152,0.00271723,0.0146271,0.0101018,0.00692805,0.00688217,0.00593556,0.0138827,0.0105289,0.00967028,0.00984747,0.0129858,0.0116612,0.00384765,0.0139115,0.00500624,0.00403739,0.00322425,0.00380744,0.00837731,0.0151134,0.0127641,0.00809994,0.0158169,0.00586421,0.0184107,0.00255041,0.0182857,0.00802484,0.00846,0.00284978,0.00968032,0.0117207,0.00361978
445,0.0260243,0.00658755,0.00576466,0.0114375,0.00438792,0.00637402,0.00721526,0.00705408,0.00308632,0.014648,0.0104353,0.00932144,0.00839746,0.00395336,0.0130537,0.0111447,0.0105947,0.00708282,0.0124207,0.0117343,0.0053203,0.0142578,0.00267381,0.00123998,0.00387156,0.00454859,0.00786459,0.0135001,0.0116413,0.00789205,0.0177641,0.00652301,0.0181523,0.00487625,0.0131285,0.004516,0.00994173,0.00202986,0.0126907,0.0140589,0.00598133
446,0.0265433,0.00548932,0.00662894,0.010943,0.00643415,0.00770682,0.00859191,0.0082013,0.00363334,0.0144338,0.0106304,0.0109196,0.00940652,0.00253192,0.0122377,0.0112032,0.010699,0.00820882,0.012804,0.0115352,0.0071913,0.0151342,0.00197126,0.00334535,0.00442109,0.00587635,0.00732057,0.0124103,0.0113845,0.00824367,0.0193171,0.00766704,0.0179696,0.00756816,0.00821322,0.00602046,0.01148,0.00332184,0.0149523,0.0162831,0.00855214
447,0.0272329,0.00472418,0.00760102,0.0103068,0.00911948,0.00907784,0.00988836,0.00941563,0.00424871,0.0140268,0.0105491,0.0112429,0.00956214,0.00365317,0.0119215,0.0110234,0.0109811,0.0126922,0.0135833,0.0115063,0.00922144,0.0160686,0.00282872,0.00628933,0.0049123,0.0073731,0.00672398,0.0118942,0.0114961,0.00972877,0.0201296,0.00905468,0.0176465,0.0098887,0.00515395,0.00877244,0.0122726,0.00565062,0.0159989,0.0177466,0.010377
448,0.0278511,0.00429001,0.0083967,0.00902711,0.0095317,0.0102461,0.0108373,0.0103317,0.00472672,0.0136098,0.0102752,0.0100357,0.00926314,0.00523551,0.0116546,0.0110834,0.0107867,0.0156119,0.0139737,0.0119908,0.0110356,0.0167099,0.00418362,0.00791934,0.00538912,0.00830646,0.00608138,0.0117519,0.0115642,0.012421,0.0204522,0.0102394,0.0165437,0.0111534,0.00433563,0.00960928,0.0119635,0.0082334,0.0158343,0.0181582,0.0112447
449,0.02812,0.00401372,0.00890276,0.00710503,0.00614902,0.0110143,0.0112462,0.0106878,0.00489696,0.013333,0.00988596,0.00775845,0.00930772,0.00631638,0.0107377,0.0115419,0.00898067,0.0149483,0.0137218,0.0127308,0.0123001,0.0169377,0.00601322,0.0078755,0.00581878,0.00827765,0.0054264,0.0117435,0.0113838,0.0154059,0.0208765,0.0109314,0.0143267,0.0110704,0.00454177,0.00885788,0.0112966,0.0105251,0.0148536,0.0175385,0.0111736
450,0.0278519,0.00371279,0.00909664,0.00534556,0.00347788,0.0114159,0.0110858,0.0104473,0.00474144,0.0131954,0.0093779,0.00650558,0.0102577,0.00751346,0.00900777,0.0123569,0.00731018,0.011427,0.0132144,0.0132592,0.012858,0.0168366,0.00805406,0.00647014,0.00613723,0.0074012,0.00481079,0.0118112,0.0109219,0.0174377,0.0216937,0.0113634,0.0119017,0.0100227,0.00527801,0.00863424,0.0116503,0.0117166,0.0135848,0.0161437,0.0103376
451,0.0270329,0.00340182,0.00901935,0.00484393,0.00780885,0.0116454,0.0104825,0.00977775,0.00443031,0.0131213,0.00877126,0.00805672,0.0115264,0.00882663,0.00678395,0.0131671,0.00932611,0.00770296,0.0130511,0.0134931,0.0128096,0.0165712,0.00977712,0.00452297,0.00634019,0.00605785,0.00432259,0.0119948,0.0103008,0.017823,0.0226277,0.0120078,0.0110709,0.00854284,0.00649575,0.0108484,0.0127576,0.0112825,0.0124325,0.0143548,0.00907733
452,0.0258061,0.00324351,0.00881906,0.0055882,0.00983212,0.0118252,0.00964445,0.00893576,0.00423288,0.013232,0.00817521,0.0106165,0.0120009,0.00951872,0.00471344,0.0132167,0.0125259,0.00658981,0.0133028,0.0135539,0.0124644,0.0162756,0.0107008,0.0031834,0.00647603,0.00461026,0.00408194,0.0121918,0.00965827,0.0169251,0.0232292,0.0126373,0.0119233,0.00653043,0.00905073,0.0141535,0.0137797,0.0099251,0.0115944,0.0125457,0.00785942
453,0.0243834,0.00337868,0.0086942,0.00656904,0.00809692,0.0118833,0.00875803,0.00813789,0.00433906,0.0138211,0.00782102,0.0128107,0.0112038,0.00939361,0.00381983,0.0118205,0.0140783,0.00756848,0.0133482,0.013391,0.0121728,0.0160284,0.0106364,0.00450311,0.0065553,0.00341987,0.00416707,0.0121605,0.00898226,0.0160528,0.0233531,0.0127879,0.0132599,0.00395136,0.012637,0.0162188,0.0166213,0.00961769,0.0111427,0.0109841,0.00710967
454,0.0229613,0.00373081,0.00876269,0.00692435,0.0045029,0.0116383,0.00791505,0.0074663,0.00475595,0.014892,0.00799619,0.0144436,0.00959967,0.00900033,0.00442189,0.00879975,0.0137112,0.00881338,0.0126338,0.0129584,0.0121629,0.0158309,0.00976959,0.00718081,0.00650204,0.00283098,0.00455952,0.0117382,0.00827642,0.0163892,0.023036,0.0127774,0.0145439,0.00241258,0.015267,0.0164012,0.0226816,0.011155,0.011103,0.00980888,0.00701706
