Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH3,RTOE,RUA1,RUA2,RUA3
424,0.0184186,0.030941,0.0488522,0.0141245,0.0173492,0.00471143,0.00438953,0.00552554,0.00706328,0.0122057,0.0186427,0.01613,0.0120707,0.016872,0.00593916,0.0126134,0.0126002,0.0092654,0.0254936,0.00835405,0.00803799,0.0134802,0.0483845,0.018314,0.0172681,0.00314314,0.00268583,0.00292936,0.00721404,0.00567419,0.0234043,0.0200046,0.00975101,0.00892366,0.00795324,0.00258902,0.00504054,0.0161625,0.00714321,0.00931329,0.0046626
425,0.018628,0.0311825,0.0495297,0.0135215,0.018485,0.00470951,0.00411161,0.00516801,0.00761148,0.0122873,0.0218475,0.0145676,0.011043,0.0161662,0.00520228,0.00964553,0.00994363,0.00804643,0.0293701,0.00686392,0.00761094,0.0106431,0.0494291,0.0178397,0.0162733,0.00299417,0.00231123,0.00302543,0.00754204,0.00581412,0.0201589,0.018482,0.01278,0.0127096,0.0103556,0.00101182,0.00639107,0.0130925,0.00663709,0.00843384,0.00405131
426,0.0184119,0.0307071,0.0503498,0.0128831,0.0193175,0.00451784,0.00361441,0.00479389,0.00829923,0.0124064,0.0245753,0.0127387,0.0101661,0.0157096,0.00543312,0.00658634,0.00708765,0.00680061,0.0319779,0.00496499,0.00708147,0.00709309,0.0509368,0.0187965,0.014304,0.00286737,0.00189455,0.00299079,0.00798716,0.00608613,0.0164799,0.0170773,0.0144114,0.0149731,0.0120365,0.00131992,0.00933169,0.0107003,0.0059835,0.007264,0.00328038
427,0.0177347,0.0297697,0.0513559,0.0126148,0.0199402,0.00425503,0.00293693,0.00436554,0.00936674,0.0125515,0.0262027,0.0108583,0.00978876,0.0151678,0.00636495,0.00413852,0.00446302,0.00549341,0.0329172,0.00326408,0.00678596,0.00358302,0.0530471,0.0208369,0.0119355,0.0028525,0.00167857,0.00294254,0.00868549,0.0066311,0.0127853,0.016292,0.0134192,0.014494,0.0118661,0.00257859,0.0124322,0.00995118,0.00516199,0.00580991,0.00265746
428,0.0168218,0.0288805,0.0525379,0.0130988,0.0201941,0.00421265,0.00253587,0.00386502,0.0110773,0.0127356,0.0265042,0.00973413,0.0101193,0.0141897,0.00723793,0.0043896,0.004674,0.00473658,0.0322035,0.00305633,0.00729293,0.00464514,0.0557673,0.0230799,0.00953462,0.00326254,0.00252127,0.00316132,0.00982502,0.0077132,0.0120431,0.0165133,0.00992473,0.0114781,0.00964381,0.00341969,0.0139577,0.00907841,0.00463127,0.00460371,0.00362739
429,0.0160712,0.028506,0.0537133,0.0143564,0.01986,0.0046993,0.00329117,0.00346865,0.0133737,0.0129952,0.0255042,0.0100068,0.0109595,0.0126437,0.00776121,0.00723129,0.00782212,0.00538616,0.0301354,0.00423878,0.00860702,0.00859558,0.058834,0.0246878,0.00725544,0.00422484,0.0043991,0.00374838,0.0114269,0.00951775,0.0159495,0.0175458,0.00556388,0.00781958,0.00647757,0.00405408,0.0134729,0.00951353,0.00554757,0.00522806,0.00627969
430,0.0157808,0.0288138,0.0545725,0.0158766,0.0188314,0.00567957,0.00478809,0.00349411,0.015783,0.0132897,0.023325,0.0109768,0.0118711,0.0105832,0.00791734,0.0106829,0.0111646,0.00689221,0.0270962,0.00536755,0.00978518,0.011615,0.0617524,0.0252103,0.00565276,0.00544697,0.00663614,0.00442978,0.0132275,0.0119653,0.0204092,0.0185325,0.00297539,0.00579876,0.00427316,0.00587623,0.0120814,0.0129357,0.00785363,0.00759962,0.0092782
431,0.0159924,0.0296486,0.054887,0.0168989,0.0171364,0.00675485,0.00610064,0.00394069,0.0176879,0.0134106,0.0201758,0.0117688,0.0125635,0.00808727,0.00781797,0.0139044,0.0139237,0.00823372,0.0234201,0.00599458,0.00993134,0.0129318,0.064001,0.02468,0.00552915,0.00657674,0.00865237,0.00490676,0.0148017,0.0146165,0.0226659,0.0187677,0.00255122,0.0046787,0.00370731,0.0093714,0.01145,0.0164583,0.0102348,0.00995703,0.0116429
432,0.0164656,0.0306939,0.054656,0.0169245,0.0149136,0.0074939,0.00679885,0.00444771,0.0186586,0.013143,0.0164217,0.0123674,0.0130268,0.00524139,0.00779877,0.0162776,0.0162126,0.00900872,0.0193992,0.00622492,0.00898369,0.0127835,0.0652959,0.0234897,0.00630549,0.00738779,0.00998676,0.00510711,0.0157965,0.0167942,0.0227336,0.0183939,0.00246128,0.00357695,0.00439156,0.0131892,0.0124481,0.0184299,0.011688,0.0113099,0.0128592
433,0.0168572,0.03167,0.0540641,0.0160433,0.0123921,0.00765866,0.00691182,0.00475815,0.0186404,0.0125034,0.012579,0.0129377,0.0133164,0.00231282,0.00808712,0.0174255,0.0182685,0.00934048,0.015355,0.00628416,0.00782491,0.0119046,0.0657177,0.0221172,0.00669524,0.00777477,0.0103829,0.0051049,0.0160544,0.017891,0.0220032,0.0181105,0.0049124,0.00648757,0.00679041,0.0157903,0.0145302,0.0194443,0.0118136,0.0115078,0.0129223
434,0.0170015,0.0324418,0.053306,0.0148741,0.00989781,0.00724296,0.00669831,0.00483835,0.0179255,0.0117405,0.00923832,0.0132625,0.0133153,0.00156563,0.00845487,0.0176783,0.0200172,0.00953574,0.0116884,0.00627098,0.00747184,0.0110061,0.0656356,0.0208505,0.00623212,0.00775015,0.00987628,0.00491822,0.0156025,0.0177047,0.0217243,0.0182893,0.00824823,0.0111891,0.00960386,0.016262,0.0163126,0.0205609,0.010771,0.0109614,0.0121542
435,0.0169404,0.0329803,0.0524908,0.0141645,0.00795136,0.00638319,0.00638741,0.00475835,0.0169854,0.0111451,0.00705646,0.0131444,0.0128206,0.00379516,0.00859868,0.0181411,0.0211201,0.00966772,0.00884134,0.0061593,0.00779319,0.0104361,0.0654497,0.0196731,0.00533142,0.00744313,0.008773,0.00447348,0.0145933,0.0165356,0.022139,0.018586,0.0104673,0.0143817,0.0112416,0.0147492,0.0167128,0.0220072,0.00904698,0.0102343,0.0108888
436,0.0167753,0.0332893,0.0516258,0.0143054,0.00720737,0.00523803,0.00606907,0.00457665,0.016216,0.0108538,0.00674733,0.012717,0.0118691,0.00555875,0.00859026,0.0196854,0.0213145,0.00959303,0.00719095,0.00592352,0.00797443,0.0101344,0.0653769,0.0184276,0.00483166,0.00705606,0.00751351,0.00377815,0.0132456,0.0149482,0.0227419,0.0184118,0.010753,0.0148784,0.0110529,0.0124953,0.0156766,0.0233209,0.00716512,0.00969728,0.00930756
437,0.0165306,0.0333513,0.0507071,0.01514,0.00773709,0.00397526,0.00570982,0.00435034,0.0157857,0.0108421,0.00810859,0.0121807,0.0108731,0.00653765,0.0088346,0.0219919,0.0206708,0.00926274,0.00680583,0.00558969,0.00767316,0.00987756,0.0653902,0.0171261,0.00525799,0.00677085,0.00648135,0.00303192,0.0117987,0.013444,0.0229722,0.0176888,0.00924142,0.0130397,0.00932427,0.0109952,0.0139855,0.0239782,0.00549589,0.00938514,0.00752903
438,0.0161619,0.0331552,0.0497962,0.0161624,0.00870333,0.00277661,0.00513987,0.00414281,0.0156131,0.0110331,0.0100307,0.0116151,0.0103757,0.00681163,0.00945871,0.0241564,0.0195619,0.00880334,0.00728577,0.0051351,0.00697645,0.00950908,0.0653149,0.0159784,0.00661227,0.00665205,0.00578281,0.00251736,0.0104474,0.0122725,0.0225576,0.0172012,0.00669017,0.0101185,0.00685325,0.0103655,0.012474,0.0237116,0.0041881,0.00909173,0.00573758
439,0.0156445,0.0327195,0.0490111,0.0168867,0.00927166,0.00184166,0.00422333,0.00399991,0.0155001,0.0113563,0.0116989,0.0110838,0.0105855,0.00657658,0.00985334,0.0256184,0.0184286,0.00838829,0.00809681,0.00452334,0.00607372,0.00900221,0.0649907,0.0153226,0.00884911,0.00665411,0.00521852,0.00236527,0.00931813,0.0114301,0.0214537,0.0180057,0.00396497,0.00735693,0.00435114,0.00956807,0.0113607,0.0225174,0.00321502,0.0086404,0.00422534
440,0.0150492,0.032093,0.0484423,0.0170996,0.00902829,0.00143399,0.00307703,0.00392461,0.0152821,0.0117225,0.0127519,0.0107112,0.0111629,0.00612678,0.00928907,0.0262957,0.0174776,0.00810009,0.00894006,0.00390154,0.00512477,0.00837202,0.064355,0.0158279,0.011897,0.00666661,0.0045487,0.00244438,0.00847681,0.0107492,0.0196879,0.0203086,0.00187278,0.00548803,0.00202094,0.00827516,0.0102526,0.0205709,0.00247948,0.00803545,0.00328299
441,0.0145283,0.0313381,0.0480778,0.0168967,0.00795639,0.00161319,0.00209218,0.00389041,0.0148963,0.0119975,0.0131161,0.0106332,0.011571,0.00587179,0.0077345,0.0263292,0.0165174,0.00788403,0.00977034,0.00369506,0.00425894,0.00759149,0.063436,0.0175198,0.0156384,0.00655254,0.00372496,0.00258885,0.00794383,0.0100432,0.0173433,0.0227862,0.00208934,0.00485086,0.00104427,0.00731098,0.00871806,0.0181928,0.0019522,0.00742222,0.00292891
442,0.0142392,0.0305104,0.0478167,0.0165286,0.00646219,0.00197456,0.00169105,0.00385055,0.0143586,0.0120423,0.0128876,0.0108903,0.0115068,0.00612327,0.00589456,0.0258296,0.0151166,0.0075835,0.0105526,0.00420951,0.00358899,0.0065985,0.0623009,0.0188961,0.0197209,0.00619686,0.00286327,0.00273084,0.00769795,0.00921078,0.0148448,0.0233968,0.0038786,0.005577,0.00394827,0.00812604,0.00701019,0.0160303,0.00175362,0.00697362,0.00285084
443,0.0142665,0.0296365,0.0475513,0.0161796,0.00547215,0.00227307,0.00175686,0.00375326,0.0137166,0.0117993,0.0122785,0.0113133,0.0110516,0.00681049,0.00457836,0.0247661,0.0129787,0.00697472,0.0111144,0.00520242,0.00326043,0.00537332,0.0610064,0.0188499,0.0233355,0.00558014,0.00211887,0.00284631,0.00767744,0.00825563,0.0134554,0.0213858,0.0059986,0.00741292,0.0073811,0.0109674,0.00673884,0.0152508,0.00199667,0.00676321,0.00284136
444,0.0145878,0.0287041,0.0471995,0.0158213,0.00584258,0.00245133,0.00188599,0.00359981,0.0130069,0.0113448,0.0115681,0.0116287,0.0105214,0.00762309,0.00405846,0.0230159,0.0102729,0.00584486,0.0113128,0.00630829,0.00347309,0.00401438,0.0596027,0.0178209,0.0254871,0.00479376,0.00169197,0.0029045,0.00781247,0.0072757,0.0150457,0.0182103,0.00825776,0.009669,0.0105071,0.0144166,0.00882448,0.016854,0.00255864,0.0066951,0.00303144
445,0.0151003,0.0276845,0.0466951,0.0152515,0.00691084,0.00245305,0.00201168,0.00350476,0.0122625,0.0108471,0.0110789,0.0117088,0.010164,0.00830433,0.00412736,0.0205338,0.00777955,0.00433454,0.0113506,0.00734665,0.00429166,0.00287617,0.0581372,0.0165719,0.0256752,0.00393543,0.00188891,0.00288675,0.00805137,0.00644083,0.0199086,0.016121,0.0104359,0.0116412,0.012648,0.017329,0.0114197,0.020276,0.00329383,0.00662297,0.0037139
446,0.0156738,0.0265457,0.0459838,0.0142884,0.00739126,0.0022506,0.00223402,0.00363925,0.0115458,0.0104626,0.0110864,0.0116408,0.00994142,0.00863964,0.00440057,0.0175724,0.0066097,0.00390164,0.0116798,0.00826141,0.00550611,0.00270265,0.0566598,0.015393,0.0243154,0.00306018,0.00273176,0.00283824,0.00838065,0.00594291,0.0265328,0.0160161,0.0122023,0.0129474,0.0135443,0.0194221,0.0129806,0.0239779,0.00421449,0.00658692,0.00500699
447,0.0161718,0.0252832,0.045049,0.0129177,0.00650475,0.00191371,0.00261762,0.00406088,0.0109453,0.0102479,0.0116996,0.011617,0.00965992,0.00841902,0.00447627,0.014733,0.00685617,0.00597527,0.0125182,0.00904106,0.00681249,0.0035947,0.0552266,0.0146105,0.0226688,0.00238582,0.00391321,0.00290868,0.00879235,0.00586706,0.0331553,0.017245,0.0132046,0.0135219,0.013404,0.0207795,0.0133032,0.0266745,0.00538574,0.00688141,0.00679178
448,0.0164488,0.0239445,0.0439569,0.011291,0.00412537,0.00157771,0.0031359,0.00462008,0.0105343,0.0101655,0.0130389,0.0118147,0.0092306,0.00749478,0.00406406,0.0126776,0.00741126,0.0086003,0.0136564,0.00967352,0.00796871,0.00476633,0.0539176,0.0144716,0.0220835,0.002414,0.00514975,0.00323711,0.00923505,0.00610261,0.0381066,0.0187503,0.0133251,0.0133498,0.0126417,0.0213744,0.0133314,0.027703,0.00676088,0.00776791,0.00885398
449,0.0163884,0.0226522,0.0428568,0.00962041,0.00192246,0.00130134,0.0037336,0.00509669,0.0103061,0.0101855,0.0155694,0.0123156,0.0086306,0.00583374,0.00301309,0.011604,0.00748014,0.0100243,0.014912,0.0101366,0.00884795,0.00579802,0.0528562,0.0148383,0.0227437,0.0031022,0.00622514,0.00376897,0.009607,0.00644357,0.0400279,0.0199148,0.0129228,0.0124623,0.0115733,0.0211878,0.0141198,0.0270389,0.00816518,0.00914325,0.010962
450,0.0159245,0.021563,0.0419392,0.00816227,0.00532963,0.00102683,0.0043575,0.00535886,0.0102136,0.0103214,0.0198851,0.0130756,0.00771799,0.00353813,0.00134315,0.0111307,0.0067172,0.00962909,0.0165761,0.0103979,0.0094302,0.00657297,0.0521992,0.0155118,0.0238372,0.00385452,0.00698235,0.00432396,0.00977901,0.00674345,0.0383108,0.0208146,0.0125749,0.0114048,0.0103676,0.020337,0.0153615,0.0250406,0.00936111,0.0106032,0.0128768
451,0.0151327,0.0208251,0.041353,0.00725872,0.0101201,0.000729868,0.00497355,0.00541399,0.0101923,0.0106107,0.0260974,0.0139802,0.00627573,0.00147319,0.00071765,0.0107091,0.00544913,0.00817597,0.0192544,0.0104266,0.00974393,0.00709231,0.052043,0.0163195,0.0249254,0.00432913,0.00736186,0.00478894,0.00967756,0.00696705,0.0334038,0.0218302,0.0123178,0.0112025,0.00921945,0.0190506,0.0159254,0.0221171,0.0101487,0.0117156,0.0144133
452,0.0142356,0.0205261,0.0411162,0.00729951,0.0149753,0.000703594,0.00557151,0.0053686,0.010186,0.0110625,0.0337966,0.0149295,0.00430518,0.00322557,0.00277923,0.00995287,0.00535271,0.00747906,0.0233577,0.0102273,0.00984899,0.00741016,0.0523582,0.0170276,0.0259789,0.00448299,0.00738084,0.00516867,0.00932267,0.00711452,0.0266644,0.023157,0.0115232,0.011919,0.00847906,0.0179631,0.0154514,0.0185894,0.0104113,0.0121972,0.0154774
453,0.0135124,0.0206532,0.0411154,0.00850764,0.0197424,0.00123105,0.00612492,0.00533773,0.010163,0.0116124,0.0424974,0.0158425,0.00276951,0.00580943,0.00447826,0.00877791,0.00699558,0.00788055,0.0290004,0.00985389,0.00982675,0.00757209,0.0529837,0.0174593,0.0265082,0.00447092,0.00707251,0.00550465,0.00880252,0.00712709,0.0196483,0.0246956,0.00985562,0.0124246,0.00856923,0.0180255,0.0148332,0.0147438,0.0101284,0.0119743,0.0160596
454,0.0131707,0.0211087,0.0411866,0.0107228,0.0244072,0.0019436,0.0065688,0.0053765,0.0101061,0.0121344,0.0518196,0.0166309,0.00456655,0.00761781,0.00558231,0.00758312,0.00857397,0.00788236,0.0360767,0.0094057,0.00976131,0.00759249,0.0536881,0.0175773,0.0256867,0.0045103,0.00647872,0.0057851,0.00823254,0.00693924,0.013443,0.0261957,0.00818291,0.0121125,0.00964514,0.0192769,0.0153057,0.010932,0.00941047,0.01119,0.0162107
455,0.013257,0.0217832,0.0412089,0.013398,0.0288393,0.00255415,0.00686782,0.00548767,0.00998636,0.0125327,0.0612297,0.0172673,0.0082095,0.00829152,0.00597326,0.00721096,0.00943566,0.00735112,0.0440743,0.00902527,0.00971596,0.00751686,0.0542426,0.0174237,0.0231456,0.00471458,0.00573372,0.00596891,0.00774701,0.00657254,0.00904477,0.0274482,0.00823558,0.0114932,0.0112315,0.0206346,0.0168427,0.00778988,0.00857226,0.0101773,0.0160599
456,0.0136524,0.0225278,0.0411478,0.0158572,0.0326144,0.00284315,0.00700996,0.00564667,0.00981918,0.0127382,0.0697259,0.0177529,0.0117704,0.00787761,0.00586754,0.00791771,0.010247,0.00770626,0.0519086,0.0088037,0.00969817,0.00739534,0.0545403,0.0170726,0.0192031,0.00502457,0.00501645,0.00599503,0.00741507,0.00609665,0.00823435,0.0282986,0.00985593,0.011374,0.0124243,0.0211367,0.0182929,0.00635313,0.00801294,0.00924139,0.0157246
457,0.0141604,0.0231909,0.0410486,0.0176483,0.03495,0.00269131,0.00701418,0.00582677,0.00967068,0.0127438,0.0759371,0.0181021,0.0142966,0.00677548,0.00595262,0.00879525,0.0114724,0.00889949,0.0581787,0.0087456,0.00967231,0.00727489,0.0545949,0.016611,0.0145992,0.00534184,0.00451035,0.00588489,0.00722839,0.00559387,0.0100699,0.0286827,0.0113933,0.0116774,0.0125954,0.0206301,0.0187818,0.00663865,0.00801641,0.00853134,0.0152971
458,0.0146058,0.0236617,0.0409921,0.0187042,0.0350617,0.00215264,0.00690041,0.00600268,0.0096325,0.0126069,0.0786236,0.0183331,0.0153972,0.00561983,0.00689035,0.00904563,0.012613,0.00932468,0.061652,0.00877098,0.00960862,0.00716243,0.0544974,0.0161519,0.0101538,0.00559821,0.00428303,0.00573148,0.00711495,0.00518513,0.0114594,0.0285868,0.0121259,0.0116098,0.0118023,0.0195343,0.0180877,0.0071855,0.00852187,0.00806635,0.014812
459,0.0148692,0.0238926,0.0410513,0.0192191,0.0329145,0.00142796,0.00663582,0.00614604,0.00979756,0.0123873,0.0772517,0.0184485,0.0153645,0.00486908,0.00842616,0.00856971,0.0129024,0.00829726,0.0617278,0.00874019,0.00951096,0.00698795,0.0543855,0.0158381,0.0064644,0.00574635,0.00421856,0.00558274,0.00697746,0.00503387,0.0111436,0.0279602,0.0122314,0.0107225,0.0106571,0.0182781,0.0164407,0.00731206,0.00915611,0.00783854,0.0141959
460,0.0149284,0.0239326,0.041259,0.0194276,0.0295847,0.000756668,0.0061642,0.00624122,0.010194,0.0121191,0.0722631,0.0184379,0.0149163,0.0044863,0.00984892,0.00773322,0.0118213,0.0063161,0.0588037,0.00851515,0.00937039,0.00664848,0.0543831,0.0157921,0.00397068,0.00579543,0.00417147,0.00541851,0.00677075,0.00529706,0.00935642,0.026785,0.0121786,0.00931198,0.00982554,0.0169502,0.0143018,0.00759524,0.00952167,0.00784328,0.0133231
461,0.0148368,0.0238993,0.0415995,0.0194359,0.0268234,0.000285234,0.00546992,0.00628436,0.0107737,0.0118125,0.0649185,0.0182238,0.0145454,0.00425787,0.0105975,0.00714281,0.00919803,0.0043418,0.0542393,0.00803519,0.00911762,0.00609946,0.0545717,0.0159982,0.00319262,0.00582201,0.00408715,0.00520397,0.0064961,0.00598754,0.00756784,0.0251669,0.0122305,0.00798822,0.00953042,0.0153628,0.0121563,0.00919599,0.00935891,0.0079927,0.0120833
462,0.0146613,0.0238902,0.0420406,0.0191924,0.0255989,0.00039019,0.0046229,0.00626969,0.011473,0.011467,0.0568288,0.0176201,0.0142377,0.00405621,0.0104254,0.00726379,0.00535963,0.00295036,0.0495377,0.00734019,0.00864093,0.00543186,0.0549924,0.0161543,0.00353282,0.00591857,0.00399025,0.00496453,0.0061542,0.00692961,0.00804528,0.0233007,0.0123087,0.0070337,0.00959182,0.0133679,0.0102937,0.012518,0.00857296,0.00814743,0.0104306
463,0.0144565,0.0239661,0.0425562,0.0186324,0.0250757,0.000941355,0.00385622,0.00619326,0.012217,0.0111349,0.0493596,0.016464,0.013905,0.00533694,0.00953629,0.00777938,0.00164495,0.00229353,0.0450556,0.0065508,0.00787057,0.00493097,0.0556436,0.0157795,0.00387677,0.00612962,0.00393616,0.00484168,0.00574975,0.00790937,0.010725,0.0214467,0.0121535,0.00625374,0.00970343,0.011157,0.00876843,0.0166866,0.00725784,0.00831134,0.00846722
464,0.0142251,0.0241253,0.0431736,0.01795,0.0237839,0.00158658,0.00349787,0.00604617,0.0129755,0.0109099,0.043279,0.0148152,0.0135855,0.00878903,0.00850044,0.00773104,0.00252555,0.00320826,0.0402486,0.00576865,0.00682673,0.00493637,0.056502,0.0146216,0.00440766,0.00641537,0.00392068,0.00496542,0.00530368,0.00885491,0.0136214,0.0198477,0.0116159,0.00534773,0.00964001,0.00925923,0.00752488,0.0203794,0.00562716,0.00861653,0.00647438
465,0.0139284,0.0243149,0.0440053,0.0177087,0.021173,0.00223029,0.00369792,0.00581889,0.0138018,0.010888,0.0387325,0.0130791,0.0130057,0.0118003,0.00807202,0.0064172,0.00278452,0.00555453,0.0355713,0.00504053,0.00561504,0.00558494,0.0575322,0.0129573,0.00567872,0.00664862,0.00381712,0.00522871,0.00494674,0.00989102,0.0155856,0.0185262,0.0107784,0.00419538,0.00932593,0.00832299,0.00637861,0.022508,0.00400231,0.00913079,0.00505057
466,0.0135644,0.0244666,0.0452233,0.0184373,0.0177026,0.00286576,0.0042987,0.00551238,0.0148179,0.0111244,0.0354617,0.0119118,0.0116186,0.0122787,0.00874732,0.00418449,0.000203357,0.00851031,0.0324943,0.00457709,0.00453408,0.00684661,0.0586896,0.0115455,0.0075321,0.00665075,0.0034285,0.00526742,0.00510151,0.0112387,0.0162733,0.0171673,0.00992869,0.00294894,0.00885227,0.0089517,0.00498465,0.0226404,0.00312601,0.00977124,0.00514157
467,0.0132663,0.0245802,0.0469634,0.0200489,0.0140561,0.00357036,0.00512267,0.00516823,0.0161131,0.0116223,0.0335637,0.0119301,0.00966621,0.0109056,0.00975872,0.00305975,0.00462685,0.0109707,0.0313341,0.00516868,0.00445195,0.00870401,0.0598829,0.0112267,0.00955834,0.00631875,0.00286203,0.00482018,0.00632841,0.0130114,0.0158466,0.0155251,0.00946967,0.00239065,0.00845634,0.0112884,0.00317609,0.0211439,0.00398748,0.0104537,0.00680091
468,0.0132922,0.0247749,0.0491712,0.0219094,0.0107013,0.00440807,0.00608265,0.00489893,0.017609,0.0123645,0.0334432,0.0131918,0.00909818,0.0108618,0.00982264,0.00372899,0.00888617,0.011569,0.031332,0.00731772,0.00608446,0.0109878,0.0609626,0.0124034,0.0114409,0.00581051,0.00314414,0.00418745,0.00859528,0.0150267,0.014743,0.0138979,0.00967665,0.00326239,0.00834175,0.0145649,0.00186111,0.018905,0.0058285,0.0111905,0.00905244
469,0.0138082,0.0251942,0.0515548,0.0232524,0.00830722,0.00534582,0.0070755,0.00481545,0.0190542,0.0133193,0.0344349,0.0148783,0.0108347,0.0120354,0.0086858,0.00385405,0.0108384,0.0098581,0.0320863,0.0101923,0.00861952,0.0132042,0.0617666,0.0148474,0.0128387,0.00555791,0.00475502,0.0042924,0.011293,0.016843,0.0134072,0.0128355,0.0104735,0.00457584,0.00848972,0.0177115,0.00332186,0.0168106,0.00762949,0.0119387,0.011157
470,0.0146935,0.025843,0.0537178,0.023444,0.00793485,0.0062565,0.00793621,0.00484653,0.0201547,0.0144226,0.0350512,0.0159294,0.0126314,0.0112946,0.00725484,0.00414549,0.0103986,0.00706057,0.0330431,0.0126506,0.0109837,0.0147363,0.0622039,0.017846,0.0134523,0.00584899,0.0066077,0.00538895,0.013745,0.0180374,0.0120762,0.0126312,0.0114897,0.00565481,0.00874847,0.0200456,0.00569567,0.0152805,0.00904692,0.0124744,0.0127185
471,0.0156069,0.0265573,0.0553567,0.0222645,0.00931033,0.00697344,0.00847453,0.00473501,0.02071,0.0155309,0.034764,0.015903,0.0131631,0.00826888,0.0067593,0.00621125,0.00953596,0.00537621,0.0335783,0.0139032,0.0124712,0.0152049,0.0623085,0.0204991,0.0132171,0.00643784,0.00789415,0.00667659,0.0154604,0.0184474,0.0108501,0.0134717,0.0122734,0.00653072,0.0090477,0.0214243,0.00798853,0.0141916,0.0101525,0.0125624,0.0135679
472,0.0162237,0.0271262,0.0563802,0.0201028,0.0109695,0.00738012,0.00854865,0.00425915,0.0206725,0.0163974,0.0342869,0.0151689,0.0131674,0.00649155,0.00790999,0.00873942,0.00981294,0.00602548,0.033867,0.0137023,0.0128143,0.01465,0.0622202,0.0220903,0.012334,0.00687404,0.00834815,0.007584,0.0162639,0.0182198,0.00999353,0.0151258,0.0124315,0.00742067,0.00936235,0.0221222,0.0101494,0.013248,0.0111458,0.0122302,0.0137311
473,0.0164657,0.0274303,0.056894,0.0177747,0.0122062,0.00748518,0.0081316,0.00342158,0.0201253,0.0167702,0.0344414,0.0143957,0.0138465,0.00921468,0.0100504,0.0103546,0.0100246,0.00820291,0.0345293,0.0123319,0.0122047,0.0134028,0.0620947,0.0223285,0.0111584,0.00689329,0.00810147,0.00797985,0.016303,0.0177146,0.00990533,0.0166593,0.0117416,0.00825413,0.00957716,0.0227361,0.0122036,0.0123566,0.0120728,0.0117748,0.013383
474,0.0165162,0.0274857,0.0570899,0.0160872,0.0131795,0.00739111,0.00732268,0.00248533,0.0192244,0.0165656,0.0353745,0.0139594,0.0149322,0.0127279,0.0117443,0.0106734,0.00894696,0.0106039,0.0357452,0.0104272,0.0111426,0.0118168,0.0620143,0.0213812,0.0101002,0.00646403,0.00747146,0.00797486,0.0159219,0.0173486,0.0105253,0.017326,0.010296,0.00873343,0.00960105,0.0238692,0.0140055,0.0116888,0.0127711,0.0114526,0.0127493
475,0.0166339,0.0273966,0.0571201,0.0154599,0.0144105,0.00718855,0.00628777,0.00186747,0.0181337,0.0159304,0.0367346,0.0138736,0.0152147,0.0146672,0.0120185,0.0102282,0.00711516,0.012143,0.0371746,0.00865507,0.0101219,0.0101185,0.0619643,0.0197557,0.00951428,0.00570088,0.00673334,0.00776188,0.0154494,0.0173669,0.0112177,0.0171465,0.00851526,0.00871589,0.00954161,0.0253966,0.0152917,0.0114509,0.0130495,0.0112539,0.0120363
476,0.0169423,0.0272792,0.0570576,0.0157345,0.0162023,0.00692361,0.00520723,0.00179297,0.0169959,0.0151622,0.0381604,0.014028,0.0141146,0.0146353,0.0107984,0.0100522,0.00638732,0.0124096,0.0384347,0.00733931,0.00936056,0.00845861,0.0618581,0.0181015,0.00952415,0.00477012,0.0060226,0.00748946,0.0150499,0.017662,0.0113968,0.0165606,0.00687311,0.00830422,0.00960235,0.0264567,0.0158745,0.0115864,0.0128463,0.0110735,0.0114197
477,0.0173657,0.0272256,0.0569098,0.0163412,0.0183694,0.00663498,0.00423498,0.0020228,0.0159142,0.0145573,0.0394834,0.0143531,0.0119992,0.0132187,0.00871291,0.0106109,0.00810047,0.011717,0.0393845,0.00634264,0.0087666,0.00696655,0.0615985,0.0169718,0.00999609,0.00383582,0.00535671,0.00718715,0.0147145,0.0178591,0.0108668,0.0159565,0.00567071,0.00769471,0.00980987,0.026342,0.0157519,0.0117551,0.0122233,0.0108904,0.0109969
478,0.0177271,0.0272954,0.0566383,0.0167187,0.020516,0.00636461,0.00344818,0.00235616,0.0149432,0.0142629,0.0406655,0.0148362,0.00962185,0.0114371,0.00659832,0.0117772,0.0108785,0.0107541,0.040105,0.00541056,0.00816127,0.00569366,0.0611437,0.0166041,0.0107487,0.00307478,0.00468522,0.00678937,0.014344,0.017613,0.009746,0.0155783,0.00529031,0.00706312,0.00996015,0.0248389,0.0150766,0.0116015,0.0112725,0.0106359,0.0107218
479,0.0179169,0.0274993,0.0561877,0.0165664,0.0224087,0.00612728,0.00283411,0.0027716,0.0140959,0.0142171,0.0416547,0.0154201,0.00748048,0.0100381,0.00501638,0.0136194,0.0130467,0.010169,0.0407371,0.00448808,0.00750787,0.00456568,0.0605312,0.0168515,0.0117203,0.00270463,0.00395996,0.00623225,0.0138377,0.016821,0.00830167,0.0155221,0.00606698,0.00645287,0.00983526,0.0221627,0.0140429,0.0109904,0.0100607,0.010083,0.0104348
